id,book,par_num,100,class,title,text,author
NULL,94,582,100,bodytext,,,庄春江
NULL,94,583,100,bodytext,,,庄春江
NULL,94,584,100,centered,,,庄春江
NULL,94,585,4,subhead,Tathāgatapacchimavācā,如来最后的话,庄春江
NULL,94,586,100,bodytext,,,庄春江
NULL,94,587,100,bodytext,,,庄春江
NULL,94,588,100,bodytext,,,庄春江
NULL,94,589,4,subhead,Parinibbutakathā,般涅槃的谈说,庄春江
NULL,94,590,100,bodytext,,,庄春江
NULL,94,591,100,bodytext,,,庄春江
NULL,94,592,100,bodytext,,,庄春江
NULL,94,593,100,bodytext,,,庄春江
NULL,94,594,100,gatha1,,,庄春江
NULL,94,595,100,gatha2,,,庄春江
NULL,94,596,100,gathalast,,,庄春江
NULL,94,597,100,bodytext,,,庄春江
NULL,94,598,100,gatha1,,,庄春江
NULL,94,599,100,gathalast,,,庄春江
NULL,94,600,100,bodytext,,,庄春江
NULL,94,601,100,gatha1,,,庄春江
NULL,94,602,100,gathalast,,,庄春江
NULL,94,603,100,gatha1,,,庄春江
NULL,94,604,100,gathalast,,,庄春江
NULL,94,605,100,bodytext,,,庄春江
NULL,94,606,100,gatha1,,,庄春江
NULL,94,607,100,gathalast,,,庄春江
NULL,94,608,100,bodytext,,,庄春江
NULL,94,609,100,bodytext,,,庄春江
NULL,94,610,100,bodytext,,,庄春江
NULL,94,611,100,bodytext,,,庄春江
NULL,94,612,4,subhead,Buddhasarīrapūjā,世尊遗体供养,庄春江
NULL,94,613,100,bodytext,,,庄春江
NULL,94,614,100,bodytext,,,庄春江
NULL,94,615,100,bodytext,,,庄春江
NULL,94,616,100,bodytext,,,庄春江
NULL,94,617,100,bodytext,,,庄春江
NULL,94,618,100,bodytext,,,庄春江
NULL,94,619,100,bodytext,,,庄春江
NULL,94,620,4,subhead,Mahākassapattheravatthu,大迦叶的事,庄春江
NULL,94,621,100,bodytext,,,庄春江
NULL,94,622,100,bodytext,,,庄春江
NULL,94,623,100,bodytext,,,庄春江
NULL,94,624,100,bodytext,,,庄春江
NULL,94,625,100,bodytext,,,庄春江
NULL,94,626,4,subhead,Sarīradhātuvibhājanaṃ,遗骨的分配,庄春江
NULL,94,627,100,bodytext,,,庄春江
NULL,94,628,100,bodytext,,,庄春江
NULL,94,629,100,bodytext,,,庄春江
NULL,94,630,100,bodytext,,,庄春江
NULL,94,631,100,bodytext,,,庄春江
NULL,94,632,100,bodytext,,,庄春江
NULL,94,633,100,bodytext,,,庄春江
NULL,94,634,100,bodytext,,,庄春江
NULL,94,635,100,bodytext,,,庄春江
NULL,94,636,100,gatha1,,,庄春江
NULL,94,637,100,gatha2,,,庄春江
NULL,94,638,100,gatha3,,,庄春江
NULL,94,639,100,gathalast,,,庄春江
NULL,94,640,100,gatha1,,,庄春江
NULL,94,641,100,gatha2,,,庄春江
NULL,94,642,100,gatha3,,,庄春江
NULL,94,643,100,gathalast,,,庄春江
NULL,94,644,100,bodytext,,,庄春江
NULL,94,645,100,bodytext,,,庄春江
NULL,94,646,4,subhead,Dhātuthūpapūjā,遗骨塔的尊敬,庄春江
NULL,94,647,100,bodytext,,,庄春江
NULL,94,648,100,bodytext,,,庄春江
NULL,94,649,100,gathalast,,,庄春江
NULL,94,650,100,gatha1,,,庄春江
NULL,94,651,100,gathalast,,,庄春江
NULL,94,652,100,gatha1,,,庄春江
NULL,94,653,100,gatha2,,,庄春江
NULL,94,654,100,gatha3,,,庄春江
NULL,94,655,100,gathalast,,,庄春江
NULL,94,656,100,gatha1,,,庄春江
NULL,94,657,100,gatha2,,,庄春江
NULL,94,658,100,gatha3,,,庄春江
NULL,94,659,100,gathalast,,,庄春江
NULL,94,660,100,gatha1,,,庄春江
NULL,94,661,100,gathalast,,,庄春江
NULL,94,662,100,centered,,,庄春江
NULL,94,663,2,chapter,4. Mahāsudassanasuttaṃ,17、大善见经,庄春江
NULL,94,664,100,bodytext,,,庄春江
NULL,94,665,100,bodytext,,,庄春江
NULL,94,666,4,subhead,Kusāvatīrājadhānī,咕萨瓦帝王都,庄春江
NULL,94,667,100,bodytext,,,庄春江
NULL,94,668,100,bodytext,,,庄春江
NULL,94,669,4,subhead,Cakkaratanaṃ,轮宝,庄春江
NULL,94,670,100,bodytext,,,庄春江
NULL,94,671,100,bodytext,,,庄春江
NULL,94,672,100,bodytext,,,庄春江
NULL,94,673,4,subhead,Hatthiratanaṃ,象宝,庄春江
NULL,94,674,100,bodytext,,,庄春江
NULL,94,675,4,subhead,Assaratanaṃ,马宝,庄春江
NULL,94,676,100,bodytext,,,庄春江
NULL,94,677,4,subhead,Maṇiratanaṃ,珠宝,庄春江
NULL,94,678,100,bodytext,,,庄春江
NULL,94,679,4,subhead,Itthiratanaṃ,女宝,庄春江
NULL,94,680,100,bodytext,,,庄春江
NULL,94,681,4,subhead,Gahapatiratanaṃ,屋主宝,庄春江
NULL,94,682,100,bodytext,,,庄春江
NULL,94,683,4,subhead,Pariṇāyakaratanaṃ,主兵臣宝,庄春江
NULL,94,684,100,bodytext,,,庄春江
NULL,94,685,100,bodytext,,,庄春江
NULL,94,686,4,subhead,Catuiddhisamannāgato,具备四种成就,庄春江
NULL,94,687,100,bodytext,,,庄春江
NULL,94,688,100,bodytext,,,庄春江
NULL,94,689,100,bodytext,,,庄春江
NULL,94,690,100,bodytext,,,庄春江
NULL,94,691,100,bodytext,,,庄春江
NULL,94,692,4,subhead,Dhammapāsādapokkharaṇī,达摩宫殿的莲花池,庄春江
NULL,94,693,100,bodytext,,,庄春江
NULL,94,694,100,bodytext,,,庄春江
NULL,94,695,100,bodytext,,,庄春江
NULL,94,696,100,bodytext,,,庄春江
NULL,94,697,100,bodytext,,,庄春江
NULL,94,698,100,bodytext,,,庄春江
NULL,94,699,100,bodytext,,,庄春江
NULL,94,700,100,bodytext,,,庄春江
NULL,94,701,100,bodytext,,,庄春江
NULL,94,702,100,bodytext,,,庄春江
NULL,94,703,100,bodytext,,,庄春江
NULL,94,704,100,bodytext,,,庄春江
NULL,94,705,100,bodytext,,,庄春江
NULL,94,706,100,bodytext,,,庄春江
NULL,94,707,100,bodytext,,,庄春江
NULL,94,708,100,bodytext,,,庄春江
NULL,94,709,100,bodytext,,,庄春江
NULL,94,710,100,bodytext,,,庄春江
NULL,94,711,100,centered,,,庄春江
NULL,94,712,4,subhead,Jhānasampatti,到达禅,庄春江
NULL,94,713,100,bodytext,,,庄春江
NULL,94,714,100,bodytext,,,庄春江
NULL,94,715,100,bodytext,,,庄春江
NULL,94,716,100,bodytext,,,庄春江
NULL,94,717,4,subhead,Caturāsīti nagarasahassādi,八万四千城市,庄春江
NULL,94,718,100,bodytext,,,庄春江
NULL,94,719,100,bodytext,,,庄春江
NULL,94,720,4,subhead,Subhaddādeviupasaṅkamanaṃ,善吉祥皇后到来,庄春江
NULL,94,721,100,bodytext,,,庄春江
NULL,94,722,100,bodytext,,,庄春江
NULL,94,723,100,bodytext,,,庄春江
NULL,94,724,100,bodytext,,,庄春江
NULL,94,725,100,bodytext,,,庄春江
NULL,94,726,100,bodytext,,,庄春江
NULL,94,727,100,bodytext,,,庄春江
NULL,94,728,4,subhead,Brahmalokūpagamaṃ,往梵天世界,庄春江
NULL,94,729,100,bodytext,,,庄春江
NULL,94,730,100,bodytext,,,庄春江
NULL,94,731,100,bodytext,,,庄春江
NULL,94,732,100,bodytext,,,庄春江
NULL,94,733,100,bodytext,,,庄春江
NULL,94,734,100,gatha1,,,庄春江
NULL,94,735,100,gathalast,,,庄春江
NULL,94,736,100,centered,,,庄春江
NULL,94,737,2,chapter,5. Janavasabhasuttaṃ,18、人牛王经,庄春江
NULL,94,738,4,subhead,Nātikiyādibyākaraṇaṃ,在那低葛的记说等等,庄春江
NULL,94,739,100,bodytext,,,庄春江
NULL,94,740,100,bodytext,,,庄春江
NULL,94,741,100,bodytext,,,庄春江
NULL,94,742,4,subhead,Ānandaparikathā,阿难的委婉谈说,庄春江
NULL,94,743,100,bodytext,,,庄春江
NULL,94,744,100,bodytext,,,庄春江
NULL,94,745,100,bodytext,,,庄春江
NULL,94,746,100,bodytext,,,庄春江
NULL,94,747,4,subhead,Janavasabhayakkho,人牛王夜叉,庄春江
NULL,94,748,100,bodytext,,,庄春江
NULL,94,749,100,bodytext,,,庄春江
NULL,94,750,100,gatha1,,,庄春江
NULL,94,751,100,gathalast,,,庄春江
NULL,94,752,100,bodytext,,,庄春江
NULL,94,753,4,subhead,Devasabhā,诸天会堂,庄春江
NULL,94,754,100,bodytext,,,庄春江
NULL,94,755,100,gatha1,,,庄春江
NULL,94,756,100,gathalast,,,庄春江
NULL,94,757,100,gatha1,,,庄春江
NULL,94,758,100,gathalast,,,庄春江
NULL,94,759,100,gatha1,,,庄春江
NULL,94,760,100,gathalast,,,庄春江
NULL,94,761,100,gatha1,,,庄春江
NULL,94,762,100,gathalast,,,庄春江
NULL,94,763,100,bodytext,,,庄春江
NULL,94,764,100,gatha1,,,庄春江
NULL,94,765,100,gathalast,,,庄春江
NULL,94,766,100,bodytext,,,庄春江
NULL,94,767,100,gatha1,,,庄春江
NULL,94,768,100,gathalast,,,庄春江
NULL,94,769,4,subhead,Sanaṅkumārakathā,常童子的谈说,庄春江
NULL,94,770,100,bodytext,,,庄春江
NULL,94,771,100,bodytext,,,庄春江
NULL,94,772,100,bodytext,,,庄春江
NULL,94,773,100,gatha1,,,庄春江
NULL,94,774,100,gathalast,,,庄春江
NULL,94,775,100,gatha1,,,庄春江
NULL,94,776,100,gathalast,,,庄春江
NULL,94,777,100,gatha1,,,庄春江
NULL,94,778,100,gathalast,,,庄春江
NULL,94,779,100,gatha1,,,庄春江
NULL,94,780,100,gathalast,,,庄春江
NULL,94,781,100,bodytext,,,庄春江
NULL,94,782,100,bodytext,,,庄春江
NULL,94,783,100,bodytext,,,庄春江
NULL,94,784,100,gatha1,,,庄春江
NULL,94,785,100,gathalast,,,庄春江
NULL,94,786,100,gatha1,,,庄春江
NULL,94,787,100,gathalast,,,庄春江
NULL,94,788,100,bodytext,,,庄春江
NULL,94,789,4,subhead,Bhāvitaiddhipādo,所修习的神足,庄春江
NULL,94,790,100,bodytext,,,庄春江
NULL,94,791,100,bodytext,,,庄春江
NULL,94,792,4,subhead,Tividho okāsādhigamo,三种到达的空间,庄春江
NULL,94,793,100,bodytext,,,庄春江
NULL,94,794,100,bodytext,,,庄春江
NULL,94,795,100,bodytext,,,庄春江
NULL,94,796,4,subhead,Catusatipaṭṭhānaṃ,四念住,庄春江
NULL,94,797,100,bodytext,,,庄春江
NULL,94,798,4,subhead,Satta samādhiparikkhārā,七个定的资助,庄春江
NULL,94,799,100,bodytext,,,庄春江
NULL,94,800,100,bodytext,,,庄春江
NULL,94,801,100,gatha1,,,庄春江
NULL,94,802,100,gathalast,,,庄春江
NULL,94,803,100,bodytext,,,庄春江
NULL,94,804,100,bodytext,,,庄春江
NULL,94,805,100,bodytext,,,庄春江
NULL,94,806,100,centered,,,庄春江
NULL,94,807,2,chapter,6. Mahāgovindasuttaṃ,19、大总管经,庄春江
NULL,94,808,100,bodytext,,,庄春江
NULL,94,809,4,subhead,Devasabhā,诸天会堂,庄春江
NULL,94,810,100,bodytext,,,庄春江
NULL,94,811,100,bodytext,,,庄春江
NULL,94,812,100,bodytext,,,庄春江
NULL,94,813,100,gatha1,,,庄春江
NULL,94,814,100,gathalast,,,庄春江
NULL,94,815,100,gatha1,,,庄春江
NULL,94,816,100,gathalast,,,庄春江
NULL,94,817,100,gatha1,,,庄春江
NULL,94,818,100,gathalast,,,庄春江
NULL,94,819,100,gatha1,,,庄春江
NULL,94,820,100,gathalast,,,庄春江
NULL,94,821,100,bodytext,,,庄春江
NULL,94,822,4,subhead,Aṭṭha yathābhuccavaṇṇā,八种如实称赞,庄春江
NULL,94,823,100,bodytext,,,庄春江
NULL,94,824,100,bodytext,,,庄春江
NULL,94,825,100,bodytext,,,庄春江
NULL,94,826,100,bodytext,,,庄春江
NULL,94,827,100,bodytext,,,庄春江
NULL,94,828,100,bodytext,,,庄春江
NULL,94,829,100,bodytext,,,庄春江
NULL,94,830,100,bodytext,,,庄春江
NULL,94,831,100,bodytext,,,庄春江
NULL,94,832,100,bodytext,,,庄春江
NULL,94,833,100,gatha1,,,庄春江
NULL,94,834,100,gathalast,,,庄春江
NULL,94,835,100,bodytext,,,庄春江
NULL,94,836,100,gatha1,,,庄春江
NULL,94,837,100,gathalast,,,庄春江
NULL,94,838,4,subhead,Sanaṅkumārakathā,常童子的谈说,庄春江
NULL,94,839,100,bodytext,,,庄春江
NULL,94,840,100,bodytext,,,庄春江
NULL,94,841,100,gatha1,,,庄春江
NULL,94,842,100,gathalast,,,庄春江
NULL,94,843,100,gatha1,,,庄春江
NULL,94,844,100,gathalast,,,庄春江
NULL,94,845,100,gatha1,,,庄春江
NULL,94,846,100,gathalast,,,庄春江
NULL,94,847,100,gatha1,,,庄春江
NULL,94,848,100,gathalast,,,庄春江
NULL,94,849,100,bodytext,,,庄春江
NULL,94,850,4,subhead,Aṭṭha yathābhuccavaṇṇā,八种如实称赞,庄春江
NULL,94,851,100,bodytext,,,庄春江
NULL,94,852,100,bodytext,,,庄春江
NULL,94,853,100,bodytext,,,庄春江
NULL,94,854,100,bodytext,,,庄春江
NULL,94,855,100,bodytext,,,庄春江
NULL,94,856,100,bodytext,,,庄春江
NULL,94,857,100,bodytext,,,庄春江
NULL,94,858,100,bodytext,,,庄春江
NULL,94,859,100,bodytext,,,庄春江
NULL,94,860,100,bodytext,,,庄春江
NULL,94,861,4,subhead,Govindabrāhmaṇavatthu,总管婆罗门的事,庄春江
NULL,94,862,100,bodytext,,,庄春江
NULL,94,863,4,subhead,Mahāgovindavatthu,大总管的事,庄春江
NULL,94,864,100,bodytext,,,庄春江
NULL,94,865,4,subhead,Rajjasaṃvibhajanaṃ,统治权的分享,庄春江
NULL,94,866,100,bodytext,,,庄春江
NULL,94,867,100,bodytext,,,庄春江
NULL,94,868,100,bodytext,,,庄春江
NULL,94,869,100,bodytext,,,庄春江
NULL,94,870,100,gathalast,,,庄春江
NULL,94,871,100,gatha1,,,庄春江
NULL,94,872,100,gathalast,,,庄春江
NULL,94,873,100,bodytext,,,庄春江
NULL,94,874,100,gatha1,,,庄春江
NULL,94,875,100,gathalast,,,庄春江
NULL,94,876,100,centered,,,庄春江
NULL,94,877,4,subhead,Kittisaddaabbhuggamanaṃ,（暂缺）,庄春江
NULL,94,878,100,bodytext,,,庄春江
NULL,94,879,100,bodytext,,,庄春江
NULL,94,880,100,bodytext,,,庄春江
NULL,94,881,100,bodytext,,,庄春江
NULL,94,882,100,bodytext,,,庄春江
NULL,94,883,100,bodytext,,,庄春江
NULL,94,884,100,bodytext,,,庄春江
NULL,94,885,4,subhead,Brahmunā sākacchā,梵天的交谈,庄春江
NULL,94,886,100,bodytext,,,庄春江
NULL,94,887,100,gatha1,,,庄春江
NULL,94,888,100,gathalast,,,庄春江
NULL,94,889,100,gatha1,,,庄春江
NULL,94,890,100,gathalast,,,庄春江
NULL,94,891,100,gatha1,,,庄春江
NULL,94,892,100,gathalast,,,庄春江
NULL,94,893,100,gatha1,,,庄春江
NULL,94,894,100,gatha2,,,庄春江
NULL,94,895,100,gathalast,,,庄春江
NULL,94,896,100,bodytext,,,庄春江
NULL,94,897,100,gatha1,,,庄春江
NULL,94,898,100,gatha2,,,庄春江
NULL,94,899,100,gatha3,,,庄春江
NULL,94,900,100,gathalast,,,庄春江
NULL,94,901,100,gatha1,,,庄春江
NULL,94,902,100,gatha2,,,庄春江
NULL,94,903,100,gatha3,,,庄春江
NULL,94,904,100,gatha2,,,庄春江
NULL,94,905,100,gathalast,,,庄春江
NULL,94,906,100,bodytext,,,庄春江
NULL,94,907,100,gatha1,,,庄春江
NULL,94,908,100,gatha2,,,庄春江
NULL,94,909,100,gatha3,,,庄春江
NULL,94,910,100,gathalast,,,庄春江
NULL,94,911,100,gatha1,,,庄春江
NULL,94,912,100,gatha2,,,庄春江
NULL,94,913,100,gatha3,,,庄春江
NULL,94,914,100,gatha2,,,庄春江
NULL,94,915,100,gatha3,,,庄春江
NULL,94,916,100,gathalast,,,庄春江
NULL,94,917,100,bodytext,,,庄春江
NULL,94,918,4,subhead,Reṇurājaāmantanā,雷奴国王的宣说,庄春江
NULL,94,919,100,bodytext,,,庄春江
NULL,94,920,100,gatha1,,,庄春江
NULL,94,921,100,gathalast,,,庄春江
NULL,94,922,100,gatha1,,,庄春江
NULL,94,923,100,gatha2,,,庄春江
NULL,94,924,100,gathalast,,,庄春江
NULL,94,925,100,gatha1,,,庄春江
NULL,94,926,100,gathalast,,,庄春江
NULL,94,927,100,gatha1,,,庄春江
NULL,94,928,100,gathalast,,,庄春江
NULL,94,929,100,gatha1,,,庄春江
NULL,94,930,100,gathalast,,,庄春江
NULL,94,931,100,gatha1,,,庄春江
NULL,94,932,100,gathalast,,,庄春江
NULL,94,933,100,gatha1,,,庄春江
NULL,94,934,100,gathalast,,,庄春江
NULL,94,935,100,gatha1,,,庄春江
NULL,94,936,100,gatha2,,,庄春江
NULL,94,937,100,gathalast,,,庄春江
NULL,94,938,100,bodytext,,,庄春江
NULL,94,939,4,subhead,Cha khattiyaāmantanā,六位刹帝利的宣说,庄春江
NULL,94,940,100,bodytext,,,庄春江
NULL,94,941,100,bodytext,,,庄春江
NULL,94,942,100,gatha1,,,庄春江
NULL,94,943,100,gathalast,,,庄春江
NULL,94,944,100,gatha1,,,庄春江
NULL,94,945,100,gathalast,,,庄春江
NULL,94,946,100,bodytext,,,庄春江
NULL,94,947,100,bodytext,,,庄春江
NULL,94,948,100,bodytext,,,庄春江
NULL,94,949,100,bodytext,,,庄春江
NULL,94,950,100,bodytext,,,庄春江
NULL,94,951,100,bodytext,,,庄春江
NULL,94,952,4,subhead,Brāhmaṇamahāsālādīnaṃ āmantanā,富有的婆罗门等的宣说,庄春江
NULL,94,953,100,bodytext,,,庄春江
NULL,94,954,4,subhead,Bhariyānaṃ āmantanā,妻子们的宣说,庄春江
NULL,94,955,100,bodytext,,,庄春江
NULL,94,956,4,subhead,Mahāgovindapabbajjā,大总管的出家,庄春江
NULL,94,957,100,bodytext,,,庄春江
NULL,94,958,100,bodytext,,,庄春江
NULL,94,959,100,bodytext,,,庄春江
NULL,94,960,100,bodytext,,,庄春江
NULL,94,961,100,bodytext,,,庄春江
NULL,94,962,100,bodytext,,,庄春江
NULL,94,963,100,bodytext,,,庄春江
NULL,94,964,100,centered,,,庄春江
NULL,94,965,2,chapter,7. Mahāsamayasuttaṃ,20、大集会经,庄春江
NULL,94,966,100,bodytext,,,庄春江
NULL,94,967,100,bodytext,,,庄春江
NULL,94,968,100,gatha1,,,庄春江
NULL,94,969,100,gathalast,,,庄春江
NULL,94,970,100,bodytext,,,庄春江
NULL,94,971,100,gatha1,,,庄春江
NULL,94,972,100,gathalast,,,庄春江
NULL,94,973,100,bodytext,,,庄春江
NULL,94,974,100,gatha1,,,庄春江
NULL,94,975,100,gathalast,,,庄春江
NULL,94,976,100,bodytext,,,庄春江
NULL,94,977,100,gatha1,,,庄春江
NULL,94,978,100,gathalast,,,庄春江
NULL,94,979,4,subhead,Devatāsannipātā,天神的集合,庄春江
NULL,94,980,100,bodytext,,,庄春江
NULL,94,981,100,bodytext,,,庄春江
NULL,94,982,100,gatha1,,,庄春江
NULL,94,983,100,gathalast,,,庄春江
NULL,94,984,100,gatha1,,,庄春江
NULL,94,985,100,gathalast,,,庄春江
NULL,94,986,100,gatha1,,,庄春江
NULL,94,987,100,gathalast,,,庄春江
NULL,94,988,100,gatha1,,,庄春江
NULL,94,989,100,gathalast,,,庄春江
NULL,94,990,100,gatha1,,,庄春江
NULL,94,991,100,gathalast,,,庄春江
NULL,94,992,100,gatha1,,,庄春江
NULL,94,993,100,gathalast,,,庄春江
NULL,94,994,100,gatha1,,,庄春江
NULL,94,995,100,gathalast,,,庄春江
NULL,94,996,100,gatha1,,,庄春江
NULL,94,997,100,gathalast,,,庄春江
NULL,94,998,100,bodytext,,,庄春江
NULL,94,999,100,gatha2,,,庄春江
NULL,94,1000,100,gathalast,,,庄春江
NULL,94,1001,100,gatha1,,,庄春江
NULL,94,1002,100,gatha2,,,庄春江
NULL,94,1003,100,gathalast,,,庄春江
NULL,94,1004,100,gatha1,,,庄春江
NULL,94,1005,100,gatha2,,,庄春江
NULL,94,1006,100,gathalast,,,庄春江
NULL,94,1007,100,gatha1,,,庄春江
NULL,94,1008,100,gatha2,,,庄春江
NULL,94,1009,100,gathalast,,,庄春江
NULL,94,1010,100,gatha1,,,庄春江
NULL,94,1011,100,gatha2,,,庄春江
NULL,94,1012,100,gathalast,,,庄春江
NULL,94,1013,100,gatha1,,,庄春江
NULL,94,1014,100,gatha2,,,庄春江
NULL,94,1015,100,gathalast,,,庄春江
NULL,94,1016,100,bodytext,,,庄春江
NULL,94,1017,100,gathalast,,,庄春江
NULL,94,1018,100,gatha1,,,庄春江
NULL,94,1019,100,gatha2,,,庄春江
NULL,94,1020,100,gathalast,,,庄春江
NULL,94,1021,100,gatha1,,,庄春江
NULL,94,1022,100,gathalast,,,庄春江
NULL,94,1023,100,gatha1,,,庄春江
NULL,94,1024,100,gatha2,,,庄春江
NULL,94,1025,100,gathalast,,,庄春江
NULL,94,1026,100,gatha1,,,庄春江
NULL,94,1027,100,gathalast,,,庄春江
NULL,94,1028,100,gatha1,,,庄春江
NULL,94,1029,100,gatha2,,,庄春江
NULL,94,1030,100,gathalast,,,庄春江
NULL,94,1031,100,gatha1,,,庄春江
NULL,94,1032,100,gathalast,,,庄春江
NULL,94,1033,100,gatha1,,,庄春江
NULL,94,1034,100,gatha2,,,庄春江
NULL,94,1035,100,gathalast,,,庄春江
NULL,94,1036,100,gatha1,,,庄春江
NULL,94,1037,100,gathalast,,,庄春江
NULL,94,1038,100,gatha1,,,庄春江
NULL,94,1039,100,gathalast,,,庄春江
NULL,94,1040,100,bodytext,,,庄春江
NULL,94,1041,100,gathalast,,,庄春江
NULL,94,1042,100,gatha1,,,庄春江
NULL,94,1043,100,gathalast,,,庄春江
NULL,94,1044,100,gatha1,,,庄春江
NULL,94,1045,100,gathalast,,,庄春江
NULL,94,1046,100,gatha1,,,庄春江
NULL,94,1047,100,gathalast,,,庄春江
NULL,94,1048,100,bodytext,,,庄春江
NULL,94,1049,100,gathalast,,,庄春江
NULL,94,1050,100,gatha1,,,庄春江
NULL,94,1051,100,gathalast,,,庄春江
NULL,94,1052,100,gatha1,,,庄春江
NULL,94,1053,100,gathalast,,,庄春江
NULL,94,1054,100,gatha1,,,庄春江
NULL,94,1055,100,gathalast,,,庄春江
NULL,94,1056,100,bodytext,,,庄春江
NULL,94,1057,100,gathalast,,,庄春江
NULL,94,1058,100,gatha1,,,庄春江
NULL,94,1059,100,gathalast,,,庄春江
NULL,94,1060,100,gatha1,,,庄春江
NULL,94,1061,100,gatha2,,,庄春江
NULL,94,1062,100,gathalast,,,庄春江
NULL,94,1063,100,bodytext,,,庄春江
NULL,94,1064,100,gathalast,,,庄春江
NULL,94,1065,100,gatha1,,,庄春江
NULL,94,1066,100,gathalast,,,庄春江
NULL,94,1067,100,gatha1,,,庄春江
NULL,94,1068,100,gathalast,,,庄春江
NULL,94,1069,100,gatha1,,,庄春江
NULL,94,1070,100,gathalast,,,庄春江
NULL,94,1071,100,gatha1,,,庄春江
NULL,94,1072,100,gathalast,,,庄春江
NULL,94,1073,100,gatha1,,,庄春江
NULL,94,1074,100,gathalast,,,庄春江
NULL,94,1075,100,gatha1,,,庄春江
NULL,94,1076,100,gathalast,,,庄春江
NULL,94,1077,100,gatha1,,,庄春江
NULL,94,1078,100,gathalast,,,庄春江
NULL,94,1079,100,gatha1,,,庄春江
NULL,94,1080,100,gatha2,,,庄春江
NULL,94,1081,100,gathalast,,,庄春江
NULL,94,1082,100,gatha1,,,庄春江
NULL,94,1083,100,gathalast,,,庄春江
NULL,94,1084,100,gatha1,,,庄春江
NULL,94,1085,100,gathalast,,,庄春江
NULL,94,1086,100,gatha1,,,庄春江
NULL,94,1087,100,gatha2,,,庄春江
NULL,94,1088,100,gathalast,,,庄春江
NULL,94,1089,100,gatha1,,,庄春江
NULL,94,1090,100,gathalast,,,庄春江
NULL,94,1091,100,gatha1,,,庄春江
NULL,94,1092,100,gathalast,,,庄春江
NULL,94,1093,100,gatha1,,,庄春江
NULL,94,1094,100,gathalast,,,庄春江
NULL,94,1095,100,gatha1,,,庄春江
NULL,94,1096,100,gatha2,,,庄春江
NULL,94,1097,100,gathalast,,,庄春江
NULL,94,1098,100,gatha1,,,庄春江
NULL,94,1099,100,gatha2,,,庄春江
NULL,94,1100,100,gathalast,,,庄春江
NULL,94,1101,100,gatha1,,,庄春江
NULL,94,1102,100,gatha2,,,庄春江
NULL,94,1103,100,gathalast,,,庄春江
NULL,94,1104,100,gatha1,,,庄春江
NULL,94,1105,100,gathalast,,,庄春江
NULL,94,1106,100,gatha1,,,庄春江
NULL,94,1107,100,gathalast,,,庄春江
NULL,94,1108,100,bodytext,,,庄春江
NULL,94,1109,100,gathalast,,,庄春江
NULL,94,1110,100,gatha1,,,庄春江
NULL,94,1111,100,gathalast,,,庄春江
NULL,94,1112,100,gatha1,,,庄春江
NULL,94,1113,100,gathalast,,,庄春江
NULL,94,1114,100,bodytext,,,庄春江
NULL,94,1115,100,gathalast,,,庄春江
NULL,94,1116,100,gatha1,,,庄春江
NULL,94,1117,100,gathalast,,,庄春江
NULL,94,1118,100,gatha1,,,庄春江
NULL,94,1119,100,gathalast,,,庄春江
NULL,94,1120,100,gatha1,,,庄春江
NULL,94,1121,100,gathalast,,,庄春江
NULL,94,1122,100,bodytext,,,庄春江
NULL,94,1123,100,gathalast,,,庄春江
NULL,94,1124,100,gatha1,,,庄春江
NULL,94,1125,100,gatha2,,,庄春江
NULL,94,1126,100,gathalast,,,庄春江
NULL,94,1127,100,gatha1,,,庄春江
NULL,94,1128,100,gathalast,,,庄春江
NULL,94,1129,100,centered,,,庄春江
NULL,94,1130,2,chapter,8. Sakkapañhasuttaṃ,21、帝释所问经,庄春江
NULL,94,1131,100,bodytext,,,庄春江
NULL,94,1132,100,bodytext,,,庄春江
NULL,94,1133,100,bodytext,,,庄春江
NULL,94,1134,100,bodytext,,,庄春江
NULL,94,1135,4,subhead,Pañcasikhagītagāthā,五髻的歌唱偈颂,庄春江
NULL,94,1136,100,bodytext,,,庄春江
NULL,94,1137,100,gatha1,,,庄春江
NULL,94,1138,100,gathalast,,,庄春江
NULL,94,1139,100,gatha1,,,庄春江
NULL,94,1140,100,gathalast,,,庄春江
NULL,94,1141,100,gatha1,,,庄春江
NULL,94,1142,100,gathalast,,,庄春江
NULL,94,1143,100,gatha1,,,庄春江
NULL,94,1144,100,gathalast,,,庄春江
NULL,94,1145,100,gatha1,,,庄春江
NULL,94,1146,100,gathalast,,,庄春江
NULL,94,1147,100,gatha1,,,庄春江
NULL,94,1148,100,gathalast,,,庄春江
NULL,94,1149,100,gatha1,,,庄春江
NULL,94,1150,100,gathalast,,,庄春江
NULL,94,1151,100,gatha1,,,庄春江
NULL,94,1152,100,gathalast,,,庄春江
NULL,94,1153,100,gatha1,,,庄春江
NULL,94,1154,100,gathalast,,,庄春江
NULL,94,1155,100,gatha1,,,庄春江
NULL,94,1156,100,gathalast,,,庄春江
NULL,94,1157,100,gatha1,,,庄春江
NULL,94,1158,100,gathalast,,,庄春江
NULL,94,1159,100,gatha1,,,庄春江
NULL,94,1160,100,gathalast,,,庄春江
NULL,94,1161,100,gatha1,,,庄春江
NULL,94,1162,100,gathalast,,,庄春江
NULL,94,1163,100,gatha1,,,庄春江
NULL,94,1164,100,gathalast,,,庄春江
NULL,94,1165,100,bodytext,,,庄春江
