id,book,par_num,100,class,title,text
NULL,p209,709,100,gatha1,,
NULL,p209,710,100,gatha2,,
NULL,p209,711,100,gatha3,,
NULL,p209,712,100,gathalast,,
NULL,p209,713,100,gatha1,,
NULL,p209,714,100,gatha2,,
NULL,p209,715,100,gatha3,,
NULL,p209,716,100,gathalast,,
NULL,p209,717,100,bodytext,,
NULL,p209,718,100,bodytext,,
NULL,p209,719,100,bodytext,,
NULL,p209,720,100,centered,,
NULL,p209,721,4,subhead,9. Dutiyaduṭṭhadosasikkhāpadavaṇṇanā,
NULL,p209,722,100,bodytext,,
NULL,p209,723,100,bodytext,,
NULL,p209,724,100,bodytext,,
NULL,p209,725,100,bodytext,,
NULL,p209,726,100,bodytext,,
NULL,p209,727,100,bodytext,,
NULL,p209,728,100,bodytext,,
NULL,p209,729,100,bodytext,,
NULL,p209,730,100,bodytext,,
NULL,p209,731,100,bodytext,,
NULL,p209,732,100,centered,,
NULL,p209,733,100,bodytext,,
NULL,p209,734,100,centered,,
NULL,p209,735,4,subhead,10. Paṭhamasaṅghabhedasikkhāpadavaṇṇanā,
NULL,p209,736,100,bodytext,,
NULL,p209,737,100,bodytext,,
NULL,p209,738,100,bodytext,,
NULL,p209,739,100,bodytext,,
NULL,p209,740,100,bodytext,,
NULL,p209,741,100,bodytext,,
NULL,p209,742,100,centered,,
NULL,p209,743,4,subhead,11. Dutiyasaṅghabhedasikkhāpadavaṇṇanā,
NULL,p209,744,100,bodytext,,
NULL,p209,745,100,centered,,
NULL,p209,746,4,subhead,12. Dubbacasikkhāpadavaṇṇanā,
NULL,p209,747,100,bodytext,,
NULL,p209,748,100,bodytext,,
NULL,p209,749,100,centered,,
NULL,p209,750,4,subhead,13. Kuladūsakasikkhāpadavaṇṇanā,
NULL,p209,751,100,bodytext,,
NULL,p209,752,100,bodytext,,
NULL,p209,753,100,bodytext,,
NULL,p209,754,100,bodytext,,
NULL,p209,755,100,bodytext,,
NULL,p209,756,100,bodytext,,
NULL,p209,757,100,centered,,
NULL,p209,758,100,centered,,
NULL,p209,759,4,subhead,3. Aniyatakaṇḍo,
NULL,p209,760,4,subhead,1. Paṭhamaaniyatasikkhāpadavaṇṇanā,
NULL,p209,761,100,bodytext,,
NULL,p209,762,100,bodytext,,
NULL,p209,763,100,centered,,
NULL,p209,764,4,subhead,2. Dutiyaaniyatasikkhāpadavaṇṇanā,
NULL,p209,765,100,bodytext,,
NULL,p209,766,100,bodytext,,
NULL,p209,767,100,centered,,
NULL,p209,768,4,subhead,Pakiṇṇakavaṇṇanā,
NULL,p209,769,100,bodytext,,
NULL,p209,770,100,centered,,
NULL,p209,771,100,centered,,
NULL,p209,772,4,subhead,4. Nissaggiyakaṇḍo,
NULL,p209,773,3,title,1. Cīvaravaggo,衣章
NULL,p209,774,4,subhead,1. Paṭhamakathinasikkhāpadavaṇṇanā,
NULL,p209,775,100,bodytext,,
NULL,p209,776,100,bodytext,,
NULL,p209,777,100,bodytext,,
NULL,p209,778,100,bodytext,,
NULL,p209,779,100,bodytext,,
NULL,p209,780,100,bodytext,,
NULL,p209,781,100,bodytext,,
NULL,p209,782,100,bodytext,,
NULL,p209,783,100,bodytext,,
NULL,p209,784,100,bodytext,,
NULL,p209,785,100,bodytext,,
NULL,p209,786,100,bodytext,,
NULL,p209,787,100,bodytext,,
NULL,p209,788,100,bodytext,,
NULL,p209,789,100,bodytext,,
NULL,p209,790,100,bodytext,,
NULL,p209,791,100,bodytext,,
NULL,p209,792,100,bodytext,,
NULL,p209,793,100,bodytext,,
NULL,p209,794,100,bodytext,,
NULL,p209,795,100,bodytext,,
NULL,p209,796,100,bodytext,,
NULL,p209,797,100,bodytext,,
NULL,p209,798,100,gatha1,,
NULL,p209,799,100,gatha2,,
NULL,p209,800,100,gatha3,,
NULL,p209,801,100,gathalast,,
NULL,p209,802,100,bodytext,,
NULL,p209,803,100,centered,,
NULL,p209,804,4,subhead,2. Udositasikkhāpadavaṇṇanā,
NULL,p209,805,100,bodytext,,
NULL,p209,806,100,bodytext,,
NULL,p209,807,100,bodytext,,
NULL,p209,808,100,bodytext,,
NULL,p209,809,100,bodytext,,
NULL,p209,810,100,bodytext,,
NULL,p209,811,100,bodytext,,
NULL,p209,812,100,gatha1,,
NULL,p209,813,100,gathalast,,
NULL,p209,814,100,unindented,,
NULL,p209,815,100,bodytext,,
NULL,p209,816,100,bodytext,,
NULL,p209,817,100,bodytext,,
NULL,p209,818,100,centered,,
NULL,p209,819,4,subhead,3. Tatiyakathinasikkhāpadavaṇṇanā,
NULL,p209,820,100,bodytext,,
NULL,p209,821,100,bodytext,,
NULL,p209,822,100,bodytext,,
NULL,p209,823,100,bodytext,,
NULL,p209,824,100,bodytext,,
NULL,p209,825,100,bodytext,,
NULL,p209,826,100,centered,,
NULL,p209,827,4,subhead,4. Purāṇacīvarasikkhāpadavaṇṇanā,
NULL,p209,828,100,bodytext,,
NULL,p209,829,100,bodytext,,
NULL,p209,830,100,centered,,
NULL,p209,831,4,subhead,5. Cīvarapaṭiggahaṇasikkhāpadavaṇṇanā,
NULL,p209,832,100,bodytext,,
NULL,p209,833,100,bodytext,,
NULL,p209,834,100,bodytext,,
NULL,p209,835,100,bodytext,,
NULL,p209,836,100,centered,,
NULL,p209,837,4,subhead,6. Aññātakaviññattisikkhāpadavaṇṇanā,
NULL,p209,838,100,bodytext,,
NULL,p209,839,100,bodytext,,
NULL,p209,840,100,bodytext,,
NULL,p209,841,100,bodytext,,
NULL,p209,842,100,bodytext,,
NULL,p209,843,100,centered,,
NULL,p209,844,4,subhead,7. Tatuttarisikkhāpadavaṇṇanā,
NULL,p209,845,100,bodytext,,
NULL,p209,846,100,bodytext,,
NULL,p209,847,100,centered,,
NULL,p209,848,4,subhead,8. Paṭhamaupakkhaṭasikkhāpadavaṇṇanā,
NULL,p209,849,100,bodytext,,
NULL,p209,850,100,centered,,
NULL,p209,851,4,subhead,9. Dutiyaupakkhaṭasikkhāpadavaṇṇanā,
NULL,p209,852,100,bodytext,,
NULL,p209,853,100,bodytext,,
NULL,p209,854,100,gatha1,,
NULL,p209,855,100,gathalast,,
NULL,p209,856,100,gatha1,,
NULL,p209,857,100,gathalast,,
NULL,p209,858,100,bodytext,,
NULL,p209,859,100,gatha1,,
NULL,p209,860,100,gatha2,,
NULL,p209,861,100,gatha3,,
NULL,p209,862,100,gathalast,,
NULL,p209,863,100,bodytext,,
NULL,p209,864,100,centered,,
NULL,p209,865,4,subhead,10. Rājasikkhāpadavaṇṇanā,
NULL,p209,866,100,bodytext,,
NULL,p209,867,100,bodytext,,
NULL,p209,868,100,bodytext,,
NULL,p209,869,100,bodytext,,
NULL,p209,870,100,bodytext,,
NULL,p209,871,100,bodytext,,
NULL,p209,872,100,gatha1,,
NULL,p209,873,100,gathalast,,
NULL,p209,874,100,centered,,
NULL,p209,875,100,centered,,
NULL,p209,876,3,title,2. Kosiyavaggo,
NULL,p209,877,4,subhead,1. Kosiyasikkhāpadavaṇṇanā,
NULL,p209,878,100,bodytext,,
NULL,p209,879,100,centered,,
NULL,p209,880,4,subhead,2. Suddhakāḷakasikkhāpadavaṇṇanā,
NULL,p209,881,100,bodytext,,
NULL,p209,882,100,centered,,
NULL,p209,883,4,subhead,3. Dvebhāgasikkhāpadavaṇṇanā,
NULL,p209,884,100,bodytext,,
NULL,p209,885,100,centered,,
NULL,p209,886,4,subhead,4. Chabbassasikkhāpadavaṇṇanā,
NULL,p209,887,100,bodytext,,
NULL,p209,888,100,centered,,
NULL,p209,889,4,subhead,5. Nisīdanasanthatasikkhāpadavaṇṇanā,
NULL,p209,890,100,bodytext,,
NULL,p209,891,100,bodytext,,
NULL,p209,892,100,bodytext,,
NULL,p209,893,100,bodytext,,
NULL,p209,894,100,bodytext,,
NULL,p209,895,100,bodytext,,
NULL,p209,896,100,centered,,
NULL,p209,897,4,subhead,6. Eḷakalomasikkhāpadavaṇṇanā,
NULL,p209,898,100,bodytext,,
NULL,p209,899,100,bodytext,,
NULL,p209,900,100,bodytext,,
NULL,p209,901,100,bodytext,,
NULL,p209,902,100,centered,,
NULL,p209,903,4,subhead,7. Eḷakalomadhovāpanasikkhāpadavaṇṇanā,
NULL,p209,904,100,bodytext,,
NULL,p209,905,100,centered,,
NULL,p209,906,4,subhead,8. Rūpiyasikkhāpadavaṇṇanā,
NULL,p209,907,100,bodytext,,
NULL,p209,908,100,bodytext,,
NULL,p209,909,100,bodytext,,
NULL,p209,910,100,bodytext,,
NULL,p209,911,100,bodytext,,
NULL,p209,912,100,bodytext,,
NULL,p209,913,100,bodytext,,
NULL,p209,914,100,centered,,
NULL,p209,915,4,subhead,9. Rūpiyasaṃvohārasikkhāpadavaṇṇanā,
NULL,p209,916,100,bodytext,,
NULL,p209,917,100,bodytext,,
NULL,p209,918,100,bodytext,,
NULL,p209,919,100,bodytext,,
NULL,p209,920,100,bodytext,,
NULL,p209,921,100,centered,,
NULL,p209,922,4,subhead,10. Kayavikkayasikkhāpadavaṇṇanā,
NULL,p209,923,100,bodytext,,
NULL,p209,924,100,centered,,
NULL,p209,925,100,centered,,
NULL,p209,926,3,title,3. Pattavaggo,
NULL,p209,927,4,subhead,1. Pattasikkhāpadavaṇṇanā,
NULL,p209,928,100,bodytext,,
NULL,p209,929,100,gatha1,,
NULL,p209,930,100,gathalast,,
NULL,p209,931,100,unindented,,
NULL,p209,932,100,bodytext,,
NULL,p209,933,100,bodytext,,
NULL,p209,934,100,bodytext,,
NULL,p209,935,100,centered,,
NULL,p209,936,4,subhead,2. Ūnapañcabandhanasikkhāpadavaṇṇanā,
NULL,p209,937,100,bodytext,,
NULL,p209,938,100,centered,,
NULL,p209,939,4,subhead,3. Bhesajjasikkhāpadavaṇṇanā,
NULL,p209,940,100,bodytext,,
NULL,p209,941,100,bodytext,,
NULL,p209,942,100,bodytext,,
NULL,p209,943,100,bodytext,,
NULL,p209,944,100,bodytext,,
NULL,p209,945,100,bodytext,,
NULL,p209,946,100,bodytext,,
NULL,p209,947,100,bodytext,,
NULL,p209,948,100,bodytext,,
NULL,p209,949,100,bodytext,,
NULL,p209,950,100,centered,,
NULL,p209,951,4,subhead,4. Vassikasāṭikasikkhāpadavaṇṇanā,
NULL,p209,952,100,bodytext,,
NULL,p209,953,100,bodytext,,
NULL,p209,954,100,bodytext,,
NULL,p209,955,100,bodytext,,
NULL,p209,956,100,bodytext,,
NULL,p209,957,100,centered,,
NULL,p209,958,4,subhead,5. Cīvaraacchindanasikkhāpadavaṇṇanā,
NULL,p209,959,100,bodytext,,
NULL,p209,960,100,bodytext,,
NULL,p209,961,100,centered,,
NULL,p209,962,4,subhead,6. Suttaviññattisikkhāpadavaṇṇanā,
NULL,p209,963,100,bodytext,,
NULL,p209,964,100,centered,,
NULL,p209,965,4,subhead,7. Mahāpesakārasikkhāpadavaṇṇanā,
NULL,p209,966,100,bodytext,,
NULL,p209,967,100,centered,,
NULL,p209,968,4,subhead,8. Accekacīvarasikkhāpadavaṇṇanā,
NULL,p209,969,100,bodytext,,
NULL,p209,970,100,bodytext,,
NULL,p209,971,100,bodytext,,
NULL,p209,972,100,bodytext,,
NULL,p209,973,100,bodytext,,
NULL,p209,974,100,bodytext,,
NULL,p209,975,100,centered,,
NULL,p209,976,4,subhead,9. Sāsaṅkasikkhāpadavaṇṇanā,
NULL,p209,977,100,bodytext,,
NULL,p209,978,100,bodytext,,
NULL,p209,979,100,centered,,
NULL,p209,980,4,subhead,10. Pariṇatasikkhāpadavaṇṇanā,
NULL,p209,981,100,bodytext,,
NULL,p209,982,100,gatha1,,
NULL,p209,983,100,gathalast,,
NULL,p209,984,100,bodytext,,
NULL,p209,985,100,gatha1,,
NULL,p209,986,100,gatha2,,
NULL,p209,987,100,gatha3,,
NULL,p209,988,100,gathalast,,
NULL,p209,989,100,centered,,
NULL,p209,990,100,centered,,
NULL,p209,991,100,centered,,
NULL,p209,992,2,chapter,Pācittiyavaṇṇanā,巴基帝亚详解
NULL,p209,993,4,subhead,5. Pācittiyakaṇḍo,
NULL,p209,994,3,title,1. Musāvādavaggo,
NULL,p209,995,4,subhead,1. Musāvādasikkhāpadavaṇṇanā,
NULL,p209,996,100,bodytext,,
NULL,p209,997,100,bodytext,,
NULL,p209,998,100,bodytext,,
NULL,p209,999,100,bodytext,,
NULL,p209,1000,100,bodytext,,
NULL,p209,1001,100,bodytext,,
NULL,p209,1002,100,bodytext,,
NULL,p209,1003,100,centered,,
NULL,p209,1004,4,subhead,2. Omasavādasikkhāpadavaṇṇanā,
NULL,p209,1005,100,bodytext,,
NULL,p209,1006,100,bodytext,,
NULL,p209,1007,100,bodytext,,
NULL,p209,1008,100,bodytext,,
NULL,p209,1009,100,centered,,
NULL,p209,1010,4,subhead,3. Pesuññasikkhāpadavaṇṇanā,
NULL,p209,1011,100,bodytext,,
NULL,p209,1012,100,bodytext,,
NULL,p209,1013,100,centered,,
NULL,p209,1014,4,subhead,4. Padasodhammasikkhāpadavaṇṇanā,
NULL,p209,1015,100,bodytext,,
NULL,p209,1016,100,bodytext,,
NULL,p209,1017,100,gatha1,,
NULL,p209,1018,100,gathalast,,
NULL,p209,1019,100,bodytext,,
NULL,p209,1020,100,bodytext,,
NULL,p209,1021,100,bodytext,,
NULL,p209,1022,100,centered,,
NULL,p209,1023,4,subhead,5. Paṭhamasahaseyyasikkhāpadavaṇṇanā,
NULL,p209,1024,100,bodytext,,
NULL,p209,1025,100,bodytext,,
NULL,p209,1026,100,centered,,
NULL,p209,1027,4,subhead,6. Dutiyasahaseyyasikkhāpadavaṇṇanā,
NULL,p209,1028,100,bodytext,,
NULL,p209,1029,100,centered,,
NULL,p209,1030,4,subhead,7. Dhammadesanāsikkhāpadavaṇṇanā,
NULL,p209,1031,100,bodytext,,
NULL,p209,1032,100,centered,,
NULL,p209,1033,4,subhead,8. Bhūtārocanasikkhāpadavaṇṇanā,
NULL,p209,1034,100,bodytext,,
NULL,p209,1035,100,bodytext,,
NULL,p209,1036,100,centered,,
NULL,p209,1037,4,subhead,9. Duṭṭhullārocanasikkhāpadavaṇṇanā,
NULL,p209,1038,100,bodytext,,
NULL,p209,1039,100,bodytext,,
NULL,p209,1040,100,centered,,
NULL,p209,1041,4,subhead,10. Pathavīkhaṇanasikkhāpadavaṇṇanā,
NULL,p209,1042,100,bodytext,,
NULL,p209,1043,100,bodytext,,
NULL,p209,1044,100,centered,,
NULL,p209,1045,100,centered,,
NULL,p209,1046,3,title,2. Bhūtagāmavaggo,
NULL,p209,1047,4,subhead,1. Bhūtagāmasikkhāpadavaṇṇanā,
NULL,p209,1048,100,bodytext,,
NULL,p209,1049,100,bodytext,,
NULL,p209,1050,100,bodytext,,
NULL,p209,1051,100,centered,,
NULL,p209,1052,4,subhead,2. Aññavādakasikkhāpadavaṇṇanā,
NULL,p209,1053,100,bodytext,,
NULL,p209,1054,100,bodytext,,
NULL,p209,1055,100,bodytext,,
NULL,p209,1056,100,centered,,
NULL,p209,1057,4,subhead,3. Ujjhāpanakasikkhāpadavaṇṇanā,
NULL,p209,1058,100,bodytext,,
NULL,p209,1059,100,bodytext,,
NULL,p209,1060,100,centered,,
NULL,p209,1061,4,subhead,4. Paṭhamasenāsanasikkhāpadavaṇṇanā,
NULL,p209,1062,100,bodytext,,
NULL,p209,1063,100,bodytext,,
NULL,p209,1064,100,bodytext,,
NULL,p209,1065,100,bodytext,,
NULL,p209,1066,100,bodytext,,
NULL,p209,1067,100,centered,,
NULL,p209,1068,4,subhead,5. Dutiyasenāsanasikkhāpadavaṇṇanā,
NULL,p209,1069,100,bodytext,,
NULL,p209,1070,100,bodytext,,
NULL,p209,1071,100,centered,,
NULL,p209,1072,4,subhead,6. Anupakhajjasikkhāpadavaṇṇanā,
NULL,p209,1073,100,bodytext,,
NULL,p209,1074,100,bodytext,,
NULL,p209,1075,100,centered,,
NULL,p209,1076,4,subhead,7. Nikkaḍḍhanasikkhāpadavaṇṇanā,
NULL,p209,1077,100,bodytext,,
NULL,p209,1078,100,centered,,
NULL,p209,1079,4,subhead,8. Vehāsakuṭisikkhāpadavaṇṇanā,
NULL,p209,1080,100,bodytext,,
NULL,p209,1081,100,centered,,
NULL,p209,1082,4,subhead,9. Mahallakavihārasikkhāpadavaṇṇanā,
NULL,p209,1083,100,bodytext,,
NULL,p209,1084,100,bodytext,,
NULL,p209,1085,100,bodytext,,
NULL,p209,1086,100,centered,,
NULL,p209,1087,4,subhead,10. Sappāṇakasikkhāpadavaṇṇanā,
NULL,p209,1088,100,bodytext,,
NULL,p209,1089,100,centered,,
NULL,p209,1090,3,title,3. Ovādavaggo,
NULL,p209,1091,4,subhead,1. Ovādasikkhāpadavaṇṇanā,
NULL,p209,1092,100,bodytext,,
NULL,p209,1093,100,bodytext,,
NULL,p209,1094,100,bodytext,,
NULL,p209,1095,100,centered,,
NULL,p209,1096,4,subhead,2. Atthaṅgatasikkhāpadavaṇṇanā,
NULL,p209,1097,100,bodytext,,
NULL,p209,1098,100,bodytext,,
NULL,p209,1099,100,centered,,
NULL,p209,1100,4,subhead,3. Bhikkhunupassayasikkhāpadavaṇṇanā,
NULL,p209,1101,100,bodytext,,
NULL,p209,1102,100,centered,,
NULL,p209,1103,4,subhead,4. Āmisasikkhāpadavaṇṇanā,
NULL,p209,1104,100,bodytext,,
NULL,p209,1105,100,centered,,
NULL,p209,1106,4,subhead,5. Cīvaradānasikkhāpadavaṇṇanā,
NULL,p209,1107,100,bodytext,,
NULL,p209,1108,100,centered,,
NULL,p209,1109,4,subhead,6. Cīvarasibbanasikkhāpadavaṇṇanā,
NULL,p209,1110,100,bodytext,,
NULL,p209,1111,100,centered,,
NULL,p209,1112,4,subhead,7. Saṃvidhānasikkhāpadavaṇṇanā,
NULL,p209,1113,100,bodytext,,
NULL,p209,1114,100,bodytext,,
NULL,p209,1115,100,bodytext,,
NULL,p209,1116,100,centered,,
NULL,p209,1117,4,subhead,8. Nāvābhiruhanasikkhāpadavaṇṇanā,
NULL,p209,1118,100,bodytext,,
NULL,p209,1119,100,bodytext,,
NULL,p209,1120,100,centered,,
NULL,p209,1121,4,subhead,9. Paripācitasikkhāpadavaṇṇanā,
NULL,p209,1122,100,bodytext,,
NULL,p209,1123,100,bodytext,,
NULL,p209,1124,100,centered,,
NULL,p209,1125,4,subhead,10. Rahonisajjasikkhāpadavaṇṇanā,
NULL,p209,1126,100,bodytext,,
NULL,p209,1127,100,centered,,
NULL,p209,1128,100,centered,,
NULL,p209,1129,3,title,4. Bhojanavaggo,
NULL,p209,1130,4,subhead,1. Āvasathapiṇḍasikkhāpadavaṇṇanā,
NULL,p209,1131,100,bodytext,,
NULL,p209,1132,100,bodytext,,
NULL,p209,1133,100,centered,,
NULL,p209,1134,4,subhead,2. Gaṇabhojanasikkhāpadavaṇṇanā,
NULL,p209,1135,100,bodytext,,
NULL,p209,1136,100,bodytext,,
NULL,p209,1137,100,bodytext,,
NULL,p209,1138,100,centered,,
NULL,p209,1139,4,subhead,3. Paramparabhojanasikkhāpadavaṇṇanā,
NULL,p209,1140,100,bodytext,,
NULL,p209,1141,100,bodytext,,
NULL,p209,1142,100,bodytext,,
NULL,p209,1143,100,bodytext,,
NULL,p209,1144,100,bodytext,,
NULL,p209,1145,100,centered,,
NULL,p209,1146,4,subhead,4. Kāṇamātāsikkhāpadavaṇṇanā,
NULL,p209,1147,100,bodytext,,
NULL,p209,1148,100,centered,,
NULL,p209,1149,4,subhead,5. Paṭhamapavāraṇasikkhāpadavaṇṇanā,
NULL,p209,1150,100,bodytext,,
NULL,p209,1151,100,bodytext,,
NULL,p209,1152,100,bodytext,,
NULL,p209,1153,100,bodytext,,
NULL,p209,1154,100,bodytext,,
NULL,p209,1155,100,bodytext,,
NULL,p209,1156,100,centered,,
NULL,p209,1157,4,subhead,6. Dutiyapavāraṇasikkhāpadavaṇṇanā,
NULL,p209,1158,100,bodytext,,
NULL,p209,1159,100,centered,,
NULL,p209,1160,4,subhead,7. Vikālabhojanasikkhāpadavaṇṇanā,
NULL,p209,1161,100,bodytext,,
NULL,p209,1162,100,bodytext,,
NULL,p209,1163,100,bodytext,,
NULL,p209,1164,100,bodytext,,
NULL,p209,1165,100,bodytext,,
NULL,p209,1166,100,bodytext,,
NULL,p209,1167,100,bodytext,,
NULL,p209,1168,100,bodytext,,
NULL,p209,1169,100,bodytext,,
NULL,p209,1170,100,bodytext,,
NULL,p209,1171,100,centered,,
NULL,p209,1172,4,subhead,8. Sannidhikārakasikkhāpadavaṇṇanā,
NULL,p209,1173,100,bodytext,,
NULL,p209,1174,100,bodytext,,
NULL,p209,1175,100,bodytext,,
NULL,p209,1176,100,bodytext,,
NULL,p209,1177,100,centered,,
NULL,p209,1178,4,subhead,9. Paṇītabhojanasikkhāpadavaṇṇanā,
NULL,p209,1179,100,bodytext,,
NULL,p209,1180,100,bodytext,,
NULL,p209,1181,100,centered,,
NULL,p209,1182,4,subhead,10. Dantaponasikkhāpadavaṇṇanā,
NULL,p209,1183,100,bodytext,,
NULL,p209,1184,100,bodytext,,
NULL,p209,1185,100,bodytext,,
NULL,p209,1186,100,centered,,
NULL,p209,1187,100,centered,,
NULL,p209,1188,3,title,5. Acelakavaggo,
NULL,p209,1189,4,subhead,1. Acelakasikkhāpadavaṇṇanā,
NULL,p209,1190,100,bodytext,,
NULL,p209,1191,100,centered,,
NULL,p209,1192,4,subhead,2. Uyyojanasikkhāpadavaṇṇanā,
NULL,p209,1193,100,bodytext,,
NULL,p209,1194,100,centered,,
NULL,p209,1195,4,subhead,3. Sabhojanasikkhāpadavaṇṇanā,
NULL,p209,1196,100,bodytext,,
NULL,p209,1197,100,centered,,
NULL,p209,1198,4,subhead,4. Rahopaṭicchannasikkhāpadavaṇṇanā,
NULL,p209,1199,100,bodytext,,
NULL,p209,1200,100,centered,,
NULL,p209,1201,4,subhead,5. Rahonisajjasikkhāpadavaṇṇanā,
NULL,p209,1202,100,bodytext,,
NULL,p209,1203,4,subhead,6. Cārittasikkhāpadavaṇṇanā,
NULL,p209,1204,100,bodytext,,
NULL,p209,1205,100,gatha1,,
NULL,p209,1206,100,gathalast,,
NULL,p209,1207,100,gatha1,,
NULL,p209,1208,100,gathalast,,
NULL,p209,1209,100,gatha1,,
NULL,p209,1210,100,gathalast,,
NULL,p209,1211,100,gatha1,,
NULL,p209,1212,100,gathalast,,
NULL,p209,1213,100,gatha1,,
NULL,p209,1214,100,gathalast,,
NULL,p209,1215,100,centered,,
NULL,p209,1216,4,subhead,7. Mahānāmasikkhāpadavaṇṇanā,
NULL,p209,1217,100,bodytext,,
NULL,p209,1218,100,centered,,
NULL,p209,1219,4,subhead,8. Uyyuttasenāsikkhāpadavaṇṇanā,
NULL,p209,1220,100,bodytext,,
NULL,p209,1221,100,centered,,
NULL,p209,1222,4,subhead,9. Senāvāsasikkhāpadavaṇṇanā,
NULL,p209,1223,100,bodytext,,
NULL,p209,1224,100,centered,,
NULL,p209,1225,4,subhead,10. Uyyodhikasikkhāpadavaṇṇanā,
NULL,p209,1226,100,bodytext,,
NULL,p209,1227,100,centered,,
NULL,p209,1228,100,centered,,
NULL,p209,1229,3,title,6. Surāpānavaggo,
NULL,p209,1230,4,subhead,1. Surāpānasikkhāpadavaṇṇanā,
NULL,p209,1231,100,gatha1,,
NULL,p209,1232,100,gatha2,,
NULL,p209,1233,100,gatha3,,
NULL,p209,1234,100,gathalast,,
NULL,p209,1235,100,gatha1,,
NULL,p209,1236,100,gatha2,,
NULL,p209,1237,100,gatha3,,
NULL,p209,1238,100,gathalast,,
NULL,p209,1239,100,bodytext,,
NULL,p209,1240,100,centered,,
NULL,p209,1241,4,subhead,2. Aṅgulipatodakasikkhāpadavaṇṇanā,
NULL,p209,1242,100,bodytext,,
NULL,p209,1243,4,subhead,3. Hasadhammasikkhāpadavaṇṇanā,
NULL,p209,1244,100,bodytext,,
NULL,p209,1245,100,gatha1,,
NULL,p209,1246,100,gathalast,,
NULL,p209,1247,100,gatha1,,
NULL,p209,1248,100,gathalast,,
NULL,p209,1249,100,gatha1,,
NULL,p209,1250,100,gathalast,,
NULL,p209,1251,100,centered,,
NULL,p209,1252,4,subhead,4. Anādariyasikkhāpadavaṇṇanā,
NULL,p209,1253,100,bodytext,,
NULL,p209,1254,100,bodytext,,
NULL,p209,1255,100,centered,,
NULL,p209,1256,4,subhead,5. Bhiṃsāpanasikkhāpadavaṇṇanā,
NULL,p209,1257,100,bodytext,,
NULL,p209,1258,4,subhead,6. Jotisikkhāpadavaṇṇanā,
NULL,p209,1259,100,bodytext,,
NULL,p209,1260,100,centered,,
NULL,p209,1261,4,subhead,7. Nahānasikkhāpadavaṇṇanā,
NULL,p209,1262,100,bodytext,,
NULL,p209,1263,4,subhead,8. Dubbaṇṇakaraṇasikkhāpadavaṇṇanā,
NULL,p209,1264,100,bodytext,,
NULL,p209,1265,100,centered,,
NULL,p209,1266,4,subhead,9. Vikappanasikkhāpadavaṇṇanā,
NULL,p209,1267,100,bodytext,,
NULL,p209,1268,100,centered,,
NULL,p209,1269,4,subhead,10. Cīvarāpanidhānasikkhāpadavaṇṇanā,
NULL,p209,1270,100,bodytext,,
NULL,p209,1271,100,centered,,
NULL,p209,1272,100,centered,,
NULL,p209,1273,3,title,7. Sappāṇakavaggo,
NULL,p209,1274,4,subhead,1. Sañciccapāṇasikkhāpadavaṇṇanā,
NULL,p209,1275,100,bodytext,,
NULL,p209,1276,4,subhead,2. Sappāṇakasikkhāpadavaṇṇanā,
NULL,p209,1277,100,bodytext,,
NULL,p209,1278,100,gatha1,,
NULL,p209,1279,100,gathalast,,
NULL,p209,1280,100,centered,,
NULL,p209,1281,4,subhead,3. Ukkoṭanasikkhāpadavaṇṇanā,
NULL,p209,1282,100,bodytext,,
NULL,p209,1283,100,centered,,
NULL,p209,1284,4,subhead,4. Duṭṭhullasikkhāpadavaṇṇanā,
NULL,p209,1285,100,bodytext,,
NULL,p209,1286,100,bodytext,,
NULL,p209,1287,100,centered,,
NULL,p209,1288,4,subhead,5. Ūnavīsativassasikkhāpadavaṇṇanā,
NULL,p209,1289,100,bodytext,,
NULL,p209,1290,100,bodytext,,
NULL,p209,1291,100,centered,,
NULL,p209,1292,4,subhead,6. Theyyasatthasikkhāpadavaṇṇanā,
NULL,p209,1293,100,bodytext,,
NULL,p209,1294,100,centered,,
NULL,p209,1295,4,subhead,7. Saṃvidhānasikkhāpadavaṇṇanā,
NULL,p209,1296,100,bodytext,,
NULL,p209,1297,100,bodytext,,
NULL,p209,1298,100,centered,,
NULL,p209,1299,4,subhead,8. Ariṭṭhasikkhāpadavaṇṇanā,
NULL,p209,1300,100,bodytext,,
NULL,p209,1301,100,centered,,
NULL,p209,1302,4,subhead,9. Ukkhittasambhogasikkhāpadavaṇṇanā,
NULL,p209,1303,100,bodytext,,
NULL,p209,1304,100,centered,,
NULL,p209,1305,4,subhead,10. Kaṇṭakasikkhāpadavaṇṇanā,
NULL,p209,1306,100,bodytext,,
NULL,p209,1307,100,centered,,
NULL,p209,1308,100,centered,,
NULL,p209,1309,3,title,8. Sahadhammikavaggo,
NULL,p209,1310,4,subhead,1. Sahadhammikasikkhāpadavaṇṇanā,
NULL,p209,1311,100,bodytext,,
NULL,p209,1312,4,subhead,2. Vilekhanasikkhāpadavaṇṇanā,
NULL,p209,1313,100,bodytext,,
NULL,p209,1314,100,centered,,
NULL,p209,1315,4,subhead,3. Mohanasikkhāpadavaṇṇanā,
NULL,p209,1316,100,bodytext,,
NULL,p209,1317,4,subhead,4. Pahārasikkhāpadavaṇṇanā,
NULL,p209,1318,100,bodytext,,
NULL,p209,1319,100,centered,,
NULL,p209,1320,4,subhead,5. Talasattikasikkhāpadavaṇṇanā,
NULL,p209,1321,100,bodytext,,
