id,word,type,grammar,parent,mean,note,factors,factormean,status,confidence,strlen,source,language
2473,anuttāna,.adj.,,," 不明瞭的 (不開放的$不明顯的$不清楚的$未被解釋說明的$原因不明的)$",a.,[an-uttāna],,1,80,8,shuihan,zh-hant
2474,anuttara,.adj.,,," 無上的$無更上的$最高的$無上士$[如來十號之一]$",a.,[an-uttara],,1,80,8,shuihan,zh-hant
2475,anuttarasammāsambodhi,.n:base.,,," 無上正等覺$無上正等菩提$沒有(比)這還上(無上)的正確的覺悟性$",_comp_,anuttara+sammāsambodhi,,1,80,21,shuihan,zh-hant
2476,anuttariya,,,," 無上〔三種或六種〕",n.,[anuttara-iya],,1,80,10,shuihan,zh-hant
2477,ānuttariya,,,," 無上〔三種或六種〕",【cf】,anuttariya,,1,80,10,shuihan,zh-hant
2478,ānuttariya,,,," 無上$最高$",n.,[anuttara-ya],,1,80,10,shuihan,zh-hant
2479,anuṭṭhahāna,.adj.,,,$[非-奮起]$不(使人)奮起恢復的$不活潑的$,a.,[an-uṭṭhahati 的 ppr.],,1,80,11,shuihan,zh-hant
2480,anuṭṭhahati,,,," 實行$完成$"," ",[anu-ṭhahati],,1,80,11,shuihan,zh-hant
2481,anuṭṭhaka,.adj.,,," 不(使人)奮起恢復的$不活潑的$怠惰的$",a.,[cf. an-uṭṭhahati],,1,80,9,shuihan,zh-hant
2482,anuṭṭhāna,,,," 不起立(奮起)$無氣力$不精進$",n.,[an-uṭṭhāna],,1,80,9,shuihan,zh-hant
2483,anuṭṭhātar,.n:base.,.m.,," 不奮起恢復的人$無氣力者$",m.,[an-uṭṭhātar],,1,80,10,shuihan,zh-hant
2484,anuṭṭhita,.adj.,,," 已實行的$已受影響的$已經驗(到)的$",a.,[anuṭṭhahati 的 pp.],,1,80,9,shuihan,zh-hant
2485,anuṭṭhita,,,anuṭṭhahati," 實行$完成$",.pp.,,,1,80,9,shuihan,zh-hant
2486,anutthunā,.n:base.,.f.,,,f.," ",,1,80,9,shuihan,zh-hant
2487,anutthunāti,,,," (哭)泣$(悲)嘆$悲(傷)$"," ",[anu-thunāti＜stan],,1,80,11,shuihan,zh-hant
2488,anutthuniṃsu,,,," (哭)泣$(悲)嘆$悲(傷)$",【aor】,anutthunāti,,1,80,12,shuihan,zh-hant
2489,anuvāceti,,,," 復唱(誦)$覆誦(出)$"," ",[anu-vac 的 caus.],,1,80,9,shuihan,zh-hant
2490,anuvāda,.n:base.,.m.,," 隨說$細說$非難$",m.,[anu-vāda],,1,80,7,shuihan,zh-hant
2491,anuvadanā,.n:base.,.f.,,,f.," ",,1,80,9,shuihan,zh-hant
2492,anuvadati,,,," 叱責$非難$"," ",[anu-vadati],,1,80,9,shuihan,zh-hant
2493,anuvajja,.adj.,,," 應被非難的$應被叱責的$",a.,[anuvadati 的 grd.],,1,80,8,shuihan,zh-hant
2494,anuvajja,,,anuvadati," 叱責$非難$",【grd】,,,1,80,8,shuihan,zh-hant
2495,anuvāsanīya,,,anuvāseti," 使薫習$使香滲入$",【grd】,,,1,80,11,shuihan,zh-hant
2496,anuvasati,,,," 共住$生活$"," ",[anu-vasati],,1,80,9,shuihan,zh-hant
2497,anuvāseti,,,," 使薫習$使香滲入$"," ",[anu-vāseti],,1,80,9,shuihan,zh-hant
2498,anuvāseti,,,," 度過～時光",【caus】,anuvasati,,1,80,9,shuihan,zh-hant
2499,anuvāsita,,,anuvāseti," 使薫習$使香滲入$",.pp.,,,1,80,9,shuihan,zh-hant
2500,anuvassaṃ,,,," 逐年地$毎年$",adv.,[anu-vassa 的@acc.],,1,80,9,shuihan,zh-hant
2501,anuvāta,.n:base.,.m.,," 順風 (從後面吹來的風)$",m. ① 縫(合的)邊; (繩子等的)結扣; 邊緣% (桌子等的)緣% (帽子等的)簷.,②,,1,80,7,shuihan,zh-hant
2502,anuvātaṃ,,,,②$的@acc$]$順風地$隨著風$anuvāte,adv.,"[anuvāta ",,1,80,8,shuihan,zh-hant
2503,anuvattati,,,," 隨起$隨轉$隨順$實行$"," ",[anu-vattati% Sk. anuvartati],,1,80,10,shuihan,zh-hant
2504,anuvatteti,,,," 隨起$隨轉$隨順$實行$",【caus】,anuvattati,,1,80,10,shuihan,zh-hant
2505,anuvattin,.adj.,,," 隨起的$從順的$",a.,[cf. anuvattati],,1,80,9,shuihan,zh-hant
2506,anuvejja,,,anuvijjati," 隨知$了知$",【ger】,,,1,80,8,shuihan,zh-hant
2507,anuvicāra,.n:base.,.m.,," 思考$思惟$",m.,[cf. anuvicāreti],,1,80,9,shuihan,zh-hant
2508,anuvicarati,,,," 跟隨著走$徘徊$探求$"," ",[anu-vi-carati],,1,80,11,shuihan,zh-hant
2509,anuvicāreti,,,,,【caus】,anuvicarati,,1,80,11,shuihan,zh-hant
2510,anuvicarita,.adj.,,," 已思考的$已思惟的$",a.,[anuvicāreti 的 pp.],,1,80,11,shuihan,zh-hant
2511,anuvicarita,,,anuvicarati," 跟隨著走$徘徊$探求$",.pp.,,,1,80,11,shuihan,zh-hant
2512,anuvicca,,,anuvijjati," 隨知$了知$",【ger】,,,1,80,8,shuihan,zh-hant
2513,anuvicca,,,," 隨知$了知～$",adv.,[anuvijjati 的 ger.],,1,80,8,shuihan,zh-hant
2514,anuvicinteti,,,," 思念$思惟$"," ",[anu-vi-cinteti],,1,80,12,shuihan,zh-hant
2515,anuvidhīyanā,.n:base.,.f.,,,f.," ",,1,80,12,shuihan,zh-hant
2516,anuvidhīyati,,,," 跟隨著遵守$遵奉$"," ",[anu-vidahati＜dhā 的 pass.],,1,80,12,shuihan,zh-hant
2517,anuvidita,.adj.,,," 已隨知的$已了知的$",a.,[anuvijjati 的 pp.],,1,80,9,shuihan,zh-hant
2518,anuvidita,,,anuvijjati," 隨知$了知$",.pp.,,,1,80,9,shuihan,zh-hant
2519,anuviditvā,,,anuvijjati," 隨知$了知$",【ger】,,,1,80,10,shuihan,zh-hant
2520,anuvigaṇeti,,,," 注意$考慮$"," ",[anu-vi-gaṇeti],,1,80,11,shuihan,zh-hant
2521,anuvijituṃ,,,anuvijjati," 隨知$了知$",【inf】,,,1,80,10,shuihan,zh-hant
2522,anuvijja,,,anuvijjati," 隨知$了知$",【ger】,,,1,80,8,shuihan,zh-hant
2523,anuvijja,,,," 隨知$了知～$",adv.,[anuvijjati 的 ger.],,1,80,8,shuihan,zh-hant
2524,anuvijjaka,.n:base.,.m.,," 檢問者$",m.,[cf. anuvijjati],,1,80,10,shuihan,zh-hant
2525,anuvijjāpeti,,,," 隨知$了知$",【caus】,anuvijjati,,1,80,12,shuihan,zh-hant
2526,anuvijjati,,,," 隨知$了知$"," ",[anu-vid],,1,80,10,shuihan,zh-hant
2527,anuvikkhitta,.adj.,,," 已散布的$已散開的$",a.,[anu-vi-khitta],,1,80,12,shuihan,zh-hant
2528,anuviloketi,,,," 觀察$(東)張(西)望$"," ",[anu-vi-loketi% BSk. anu-vilokayati],,1,80,11,shuihan,zh-hant
2529,anuvisaṭa,.adj.,,," 已散布的$",a.,[anu-vi-sṛ 的 pp.],,1,80,9,shuihan,zh-hant
2530,anuvitakketi,,,," 隨尋$思惟$"," ",[anu-vi-takketi],,1,80,12,shuihan,zh-hant
2531,anuvyañjana,,,," 隨好$隨相$細相$",n.,[anuvyañjana],,1,80,11,shuihan,zh-hant
2532,anuyāgin,.adj.,,," 跟隨(其)他獻供的$",a.,[anu-yāga＜yaj-in],,1,80,8,shuihan,zh-hant
2533,anuyāta,.adj.,,," 已隨從的$已追求的$",a.,[anuyāti 的 pp.],,1,80,7,shuihan,zh-hant
2534,anuyāta,,,anuyāti," 從(跟隨)$隨從$訪問$",.pp.,,,1,80,7,shuihan,zh-hant
2535,anuyāti,,,," 從(跟隨)$隨從$訪問$"," ",[anu-yā],,1,80,7,shuihan,zh-hant
2536,anuyāyin,.adj.,,,,a.," ",,1,80,8,shuihan,zh-hant
2537,anuyoga,.n:base.,.m.,," 實踐$實行$從事$専修$隨勤$",m.,,,1,80,7,shuihan,zh-hant
2538,anuyogin,.adj.,,," 專心$實行$",a.,[＜anuyoga],,1,80,8,shuihan,zh-hant
2539,anuyojeti,,,," 實踐$從事$實行$専心$",【caus】,anuyuñjati,,1,80,9,shuihan,zh-hant
2540,anuyuñjati,,,," 實踐$從事$實行$専心$"," ",[anu-yuñjati],,1,80,10,shuihan,zh-hant
2541,anuyuñjetha,,,anuyuñjati," 實踐$從事$實行$専心$",.opt.,,,1,80,11,shuihan,zh-hant
2542,anuyuñjisaṃ,,,," 實踐$從事$實行$専心$",【aor】,anuyuñjati,,1,80,11,shuihan,zh-hant
2543,anuyuñjitha,,,," 實踐$從事$實行$専心$",【aor】,anuyuñjati,,1,80,11,shuihan,zh-hant
2544,anuyuñjiyati,,,anuyuñjati," 實踐$從事$實行$専心$",【pass】,,,1,80,12,shuihan,zh-hant
2545,anuyutta,.adj.,,," 已實踐的$已實行的$已専修的$已隨侍的$",a.,[anuyuñjati 的 pp.],,1,80,8,shuihan,zh-hant
2546,anuyutta,,,anuyuñjati," 實踐$從事$實行$専心$",.pp.,,,1,80,8,shuihan,zh-hant
2547,anvaḍḍhamāsaṃ,,,," 毎半(個)月(地)$",adv.,[anu-aḍḍha-māsa 的@acc.],,1,80,13,shuihan,zh-hant
2548,anvadeva,,,," 隨後$在後面$(在～)之後$後來$",adv.,[anva-d-eva% Sk. anva-geva],,1,80,8,shuihan,zh-hant
2549,anvagā,,,,," "," ",,1,80,6,shuihan,zh-hant
2550,anvāgacchati,,,," 隨行$從(跟隨)$返回(回到原來的地方)$歸還$"," ",[anu-ā-gacchati],,1,80,12,shuihan,zh-hant
2551,anvāgacchi,,,," 隨行$從(跟隨)$返回(回到原來的地方)$歸還$",【aor】,anvāgacchati,,1,80,10,shuihan,zh-hant
2552,anvāgata,,,anvāgacchati,,.pp.,,,1,80,8,shuihan,zh-hant
2553,anvahaṃ,,,," 毎日$逐日(地)$",adv.,[anu-aha 的@acc.],,1,80,7,shuihan,zh-hant
2554,anvāhata,.adj.,,," 已被打(擊)的$已混亂的 (已困惑茫然的$已不知如何是好的)$",a.,[anu-ā-han 的 pp.],,1,80,8,shuihan,zh-hant
2555,anvāhiṇḍati,,,," 徬徨$"," ",[anu-ā-hiṇḍati],,1,80,11,shuihan,zh-hant
2556,anvakāsi,,,," 拉出了$捨(除)去了$扔下了$"," ",[anukassati 的 aor.],,1,80,8,shuihan,zh-hant
2557,anvakāsi,,,,②$[Sk$ava-karṣati]$取出$(去)除$捨(去)$,【aor】,"anukassati① ",,1,80,8,shuihan,zh-hant
2558,anvāsanna,.adj.,,," 已具備的$已所(擁)有的$已被攻(擊)的$已捐給賦予的$",a.,[anu-ā-sad 的 pp.],,1,80,9,shuihan,zh-hant
2559,anvāsatta,.adj.,,," 已執着的$已染着的$",a.,[anu-ā-sañj 的 pp.],,1,80,9,shuihan,zh-hant
2560,anvāssavati,,,," 流入$落下$"," ",[anu-ā-savati＜sru],,1,80,11,shuihan,zh-hant
2561,anvāvisati,,,," (進)入$(被魔性)纏住(占有)$(拜)訪$"," ",[anu-ā-visati],,1,80,10,shuihan,zh-hant
2562,anvāviṭṭha,.adj.,,," 已(進)入的$已被纏住的$已被(魔性)占有的$",a.,[anvāvisati 的 pp.],,1,80,10,shuihan,zh-hant
2563,anvāviṭṭha,,,anvāvisati," (進)入$(被魔性)纏住(占有)$(拜)訪$",.pp.,,,1,80,10,shuihan,zh-hant
2564,anvaya,,,," 隨行$類句$類比$anvaye ñāṇaṃ 類智$",n.,[〃cf. anveti],,1,80,6,shuihan,zh-hant
2565,anvāya,,,anveti," 跟隨著$靠(接)近$跟隨著行去$",【ger】,,,1,80,6,shuihan,zh-hant
2566,anvāya,,,," (連結上下語句)(因為～)所以～$隨從～$",adv.,[anveti 的 ger.],,1,80,6,shuihan,zh-hant
2567,anvayatā,.n:base.,.f.,," 類比性$",f.,[＜anvaya],,1,80,8,shuihan,zh-hant
2568,anvāyika,.adj.,,," 跟隨的$隨從的$友人 (同伴$跟隨者)$",a. m.,[anyāya-ika],,1,80,8,shuihan,zh-hant
2569,anvesaṃ,,,anvesati," 探求$追求$",【nom】,,,1,80,7,shuihan,zh-hant
2570,anvesati,,,," 探求$追求$"," ",[anu-esati＜iṣ],,1,80,8,shuihan,zh-hant
2571,anvesi,,,," 探求$追求$",【aor】,anvesati,,1,80,6,shuihan,zh-hant
2572,anvesin,.adj.,,," 探求的$",a.,[anvesa-in],,1,80,7,shuihan,zh-hant
2573,anveti,,,," 跟隨著$靠(接)近$跟隨著行去$"," ",[anu-eti＜i],,1,80,6,shuihan,zh-hant
2574,apa,.pre.,,," 離～$遠離～$脫離～$",pref.,,,1,80,3,shuihan,zh-hant
2575,āpa,,,," 水$",n.,[Sk. ap% āp% āpaḥ],,1,80,3,shuihan,zh-hant
2576,apabbūhati,,,," 除去$排除$"," ",[apa-vi-ūh],,1,80,10,shuihan,zh-hant
2577,apabhaṅgu,.adj.,,," 不壞$不破壞的$",a.,[a-pabhaṅgu],,1,80,9,shuihan,zh-hant
2578,apābhata,.adj.,,," 已除去(去掉$拆掉)的$已被盜的$",a.,[apa-ā-bhṛ 的 pp.],,1,80,8,shuihan,zh-hant
2579,apabyūhāpeti,,,," 使掃除",【caus】,apabbūhati,,1,80,12,shuihan,zh-hant
2580,apacaya,.n:base.,.m.,," 損減$無積集$還滅$",m.,[cf. apacināti＜ci],,1,80,7,shuihan,zh-hant
2581,apacayagāmin,.n:base.,,," 損行$至損減(到達還滅) (減少再生的可能性$走向(有助於)再生的鬆綁)$",_comp_,apacaya+gāmin,,1,80,12,shuihan,zh-hant
2582,apacāyana,,,," 尊敬$崇拜$敬意$",n.,[cf. apacāyati],,1,80,9,shuihan,zh-hant
2583,apacāyati,,,," 尊敬$敬(重)$"," ",[apa-ci],,1,80,9,shuihan,zh-hant
2584,apacāyika,.adj.,,," 尊敬的$崇拜的$",a.,[cf. apacāyana],,1,80,9,shuihan,zh-hant
2585,apacāyin,.adj.,,," 尊敬的$崇拜的$",a.,[cf. apacāyana],,1,80,8,shuihan,zh-hant
2586,apacca,.n:base.,.m.,," 子孫$孩子$小孩$",m.,[Sk. apatya],,1,80,6,shuihan,zh-hant
2587,apaccakkha,.adj.,,," 不現見的 (不在眼前的$感受(察覺)不到的$看不見的)$",a.,[a-paccakkha% Sk. apratyakṣa],,1,80,10,shuihan,zh-hant
2588,apaccupalakkhaṇā,.n:base.,.f.,," 不近觀$",f.,[a-paccupalakkhaṇā],,1,80,16,shuihan,zh-hant
2589,apaccupalakkhaṇā,,,," 不近觀$upalakkhaṇā 近察",【cf】,paccupalakkhaṇā,,1,80,16,shuihan,zh-hant
2590,apaccupekkhaṇā,.n:base.,.f.,," 不近察$",f.,[a-paccupekkhaṇā],,1,80,14,shuihan,zh-hant
2591,apace,,,apacāyati," 尊敬$敬(重)$",.opt.,,,1,80,5,shuihan,zh-hant
2592,apācīna,.adj.,,," 西方的$後方的$下的$",a.,,,1,80,7,shuihan,zh-hant
2593,apacināti,,,,," ",[apa-cināti]① 消除% 除去% 除外% 排除; 去掉% 除掉% 拆掉; 損減.,,1,80,9,shuihan,zh-hant
2594,apacineyya,,,apacināti,,【grd】,,,1,80,10,shuihan,zh-hant
2595,apacita,.adj.,,," 已被尊敬的$已被崇拜的$",a.,[apacāyati 的 pp.],,1,80,7,shuihan,zh-hant
2596,apacita,,,apacāyati," 尊敬$敬(重)$",.pp.,,,1,80,7,shuihan,zh-hant
2597,apacita,,,apacināti,,.pp.,,,1,80,7,shuihan,zh-hant
2598,apaciti,.n:base.,.f.,,,f.," ",,1,80,7,shuihan,zh-hant
2599,apaciyiṃsu,,,,②,【aor】,apacināti,,1,80,10,shuihan,zh-hant
2600,apada,.adj.,,," 無足的$",a.,[a-pada],,1,80,5,shuihan,zh-hant
2601,āpadā,.n:base.,.f.,," āpajjati]$災禍$災害$事故$",f.,[Sk.% BSk. āpad.【cf】,,1,80,5,shuihan,zh-hant
2602,apādaka,.adj.,,," 無足的$蛇和魚等$",a.,[a-pāda-ka],,1,80,7,shuihan,zh-hant
2603,āpādaka,.n:base.,.m.,," m$養育者$保護者$",m.,[＜ā-pad],,1,80,7,shuihan,zh-hant
2604,apadāna,,,," 除去$撤去$②$[Sk$avadāna]$阿波陀那$譬喻$教訓物語(故事)$",n.," [〃]",,1,80,7,shuihan,zh-hant
2605,apadāna,,,,譬喻經$[小部經之一]$,n.," ",,1,80,7,shuihan,zh-hant
2606,āpadāsu,,,āpadā," āpajjati]$災禍$災害$事故$",【loc】,,,1,80,7,shuihan,zh-hant
2607,āpade,,,āpadā," āpajjati]$災禍$災害$事故$",【loc】,,,1,80,5,shuihan,zh-hant
2608,apadesa,.n:base.,.m.,," 教法$理由$因由$叙述$",m.,[Sk. apadeśa],,1,80,7,shuihan,zh-hant
2609,āpādetar,.n:base.,.m.,," 養育者$",m.,[＜āpādeti],,1,80,8,shuihan,zh-hant
2610,āpādeti,,,," 産出$製造產生$帶來$(養)育成(長)$"," ",[āpajjati 的 caus.],,1,80,7,shuihan,zh-hant
2611,āpādeti,,,," 來$會(面)$遭遇(遭受$經歷)$到達$",【caus】,āpajjati,,1,80,7,shuihan,zh-hant
2612,āpadhātu,.n:base.,,," 水界$",_comp_,āpa+dhātu,,1,80,8,shuihan,zh-hant
2613,āpadi,,,," 來$會(面)$遭遇(遭受$經歷)$到達$",【aor】,āpajjati,,1,80,5,shuihan,zh-hant
2614,āpādikā,.n:base.,.f.,," f$養母$乳母$",f.,[＜ā-pad],,1,80,7,shuihan,zh-hant
2615,apadisati,,,," 引用$引例語$"," ",[apa-disati],,1,80,9,shuihan,zh-hant
2616,apagabbha,.adj.,,," 離胎的$跟胎無關係的$",a.,[apa-gabbha],,1,80,9,shuihan,zh-hant
2617,apagata,.adj.,,," 已去的$已出發的$已死去的$已離(開)的$",a.,[apa-gacchati 的 pp.],,1,80,7,shuihan,zh-hant
2618,āpagata,.n:base.,,," 水性$水態$",_comp_,āpa+gata,,1,80,7,shuihan,zh-hant
2619,apahara,.n:base.,.m.,," 除去$掠奪$",m.% apaharaṇa n.,[＜apaharati],,1,80,7,shuihan,zh-hant
2620,apaharati,,,," 除去$奪(去)$"," ",[apa-hṛ],,1,80,9,shuihan,zh-hant
2621,apahārayiṃ,,,," 除去$奪(去)$",【aor 1sg.】,apaharati,,1,80,10,shuihan,zh-hant
2622,apāhata,.adj.,,," 被排除的$破斥的$",a.,[apā-hṛ 的 pp.],,1,80,7,shuihan,zh-hant
2623,apahattar,.n:base.,.m.,," 除去者$破壞者$",m.,[＜apaharati],,1,80,9,shuihan,zh-hant
2624,apajaha,.adj.,,," 不捨的$貪惜的$",a.,[a-pajaha],,1,80,7,shuihan,zh-hant
2625,apajita,.adj.,,," 已敗北的$",a.,[apa-ji 的 pp.],,1,80,7,shuihan,zh-hant
2626,āpajja,,,āpajjati," 來$會(面)$遭遇(遭受$經歷)$到達$",【ger】,,,1,80,6,shuihan,zh-hant
2627,āpajjati,,,," 來$會(面)$遭遇(遭受$經歷)$到達$"," ",[ā-pad% Sk. āpadyate],,1,80,8,shuihan,zh-hant
2628,āpajjeyya,,,āpajjati," 來$會(面)$遭遇(遭受$經歷)$到達$",.opt.,,,1,80,9,shuihan,zh-hant
2629,apajjhāyati,,,," 思念$沈思$"," ",[apa-jhāyati  Sk. abhi-dhyāyati],,1,80,11,shuihan,zh-hant
2630,āpajji,,,," 來$會(面)$遭遇(遭受$經歷)$到達$",【aor】,āpajjati,,1,80,6,shuihan,zh-hant
2631,āpajjitvā,,,āpajjati," 來$會(面)$遭遇(遭受$經歷)$到達$",【ger】,,,1,80,9,shuihan,zh-hant
2632,āpakā,.n:base.,.f.,," 川$水流$",f.,[āpa-ga],,1,80,5,shuihan,zh-hant
2633,apakaḍḍhāpeti,,,," 拉開$拉走$去掉$除掉$拆掉$",【caus】,apakaḍḍhati,,1,80,13,shuihan,zh-hant
2634,apakaḍḍhati,,,," 拉開$拉走$去掉$除掉$拆掉$"," ",[apa-kaḍḍhati% Sk. apa-karṣati],,1,80,11,shuihan,zh-hant
2635,apakaritūna,,,apakaroti," 扔下$丟(捨)棄$離(開)$放開$拉開(距離)$",【ger】,,,1,80,11,shuihan,zh-hant
2636,apakaroti,,,," 扔下$丟(捨)棄$離(開)$放開$拉開(距離)$"," ",[apa-karoti],,1,80,9,shuihan,zh-hant
2637,āpakasiṇa,.n:base.,,," 水遍 ",_comp_,āpa+kasiṇa,,1,80,9,shuihan,zh-hant
2638,apakassa,,,apakassati," apakaḍḍhati]$除去$捨(去)$",【ger】,,,1,80,8,shuihan,zh-hant
2639,apakassati,,,," apakaḍḍhati]$除去$捨(去)$"," ",[Sk. apakarṣati%【cf】,,1,80,10,shuihan,zh-hant
2640,apakassati,,,," 拉(拖)下$撤退$移除$",【cf】,avakassati,,1,80,10,shuihan,zh-hant
2641,apakata,,,apakaroti," = apagata",.pp.,,,1,80,7,shuihan,zh-hant
2642,apākaṭatā,.n:base.,.f.,," 不適當$",f.,[a-pākaṭa-tā],,1,80,9,shuihan,zh-hant
2643,apakiritūna,,,apakaroti," 扔下$丟(捨)棄$離(開)$放開$拉開(距離)$",【ger】,,,1,80,11,shuihan,zh-hant
2644,apakkamati,,,," 走開$離開$去到(另)一邊$"," ",[apa-kram],,1,80,10,shuihan,zh-hant
2645,apalāḷeti,,,," 帶(接$領)過去$帶離開(離去)$"," ",[apa-lāḷeti],,1,80,9,shuihan,zh-hant
2646,apālamba,.n:base.,.m.,,,m.," ",,1,80,8,shuihan,zh-hant
2647,apalāsa,.adj.,,," 不惱的$",a.,[apaḷāsa],,1,80,7,shuihan,zh-hant
2648,apaḷāsa,.adj.,,," 不惱的$",a.,[apaḷāsa],,1,80,7,shuihan,zh-hant
2649,apaḷāsin,.adj.,,," 不惱的$",a.,[apaḷāsa],,1,80,8,shuihan,zh-hant
2650,apalāyin,.adj.,,," 不逃亡的$勇敢的$",a.,[a-palāyin],,1,80,8,shuihan,zh-hant
2651,apalekhana,,,," Sk$avalehana]$舔取(的事) (舔掉手上的殘餘食物等)$",n.,[＜apa-lih.【cf】,,1,80,10,shuihan,zh-hant
2652,apalibodha,.adj.,,," palibujjhati]$無障礙的$非執受的$自由的$",a.,[a-palibuddha% a-palibodha【cf】,,1,80,10,shuihan,zh-hant
2653,apalibuddha,.adj.,,," palibujjhati]$無障礙的$非執受的$自由的$",a.,[a-palibuddha% a-palibodha【cf】,,1,80,11,shuihan,zh-hant
2654,apalokana,,,,②$接受許可$被聽許$,【cf】,apaloketi,,1,80,9,shuihan,zh-hant
2655,apalokana,,,," 許可$求聽$",n.,[cf. apaloketi],,1,80,9,shuihan,zh-hant
2656,apalokanakamma,.n:base.,,," 求聽羯磨$",_comp_,apalokana+kamma,,1,80,14,shuihan,zh-hant
2657,apaloketi,,,,②$接受許可$被聽許$," ","[BSk. ava-lokayati]① (注%仰)視% 照顧% 回顧% 注意. ",,1,80,9,shuihan,zh-hant
2658,apalokin,,,,②$接受許可$被聽許$,【cf】,apaloketi,,1,80,8,shuihan,zh-hant
2659,apalokita,.adj.,,," 求聽的$聽許$照見$顧視$涅槃$",a. n.,[apaloketi 的 pp.],,1,80,9,shuihan,zh-hant
2660,apalokita,,,apaloketi,②$接受許可$被聽許$,.pp.,,,1,80,9,shuihan,zh-hant
2661,apamāra,.n:base.,.m.,," 顛癇$顛狂$",m.,[Sk. apasmāra],,1,80,7,shuihan,zh-hant
2662,apamārika,,,,," "," ",,1,80,9,shuihan,zh-hant
2663,apāna,,,," 出息$入息$",n.,[apa-ana],,1,80,5,shuihan,zh-hant
2664,āpaṇa,,,,,【cf】,paṇati,,1,80,5,shuihan,zh-hant
2665,āpaṇa,.n:base.,.m.,," 店$市場$",m.,,,1,80,5,shuihan,zh-hant
2666,āpāna,,,," 喝飲(的事)$飲酒$酒場$",n.,[ā-pā-ana],,1,80,5,shuihan,zh-hant
2667,āpāṇa,.n:base.,.m.,," 生命$",m.,[ā-pāṇa],,1,80,5,shuihan,zh-hant
2668,apānaka,.adj.,,," 無飲物的$斷飲的$",a.,[a-pāna-ka],,1,80,7,shuihan,zh-hant
2669,āpānaka,.adj.,,," 飲酒癖的$②$[a-pānaka]$= apānaka 不飲的$不飲$水行者$",a. ①,[āpāna-ka],,1,80,7,shuihan,zh-hant
2670,āpāṇakoṭika,.n:base.,,," 臨終的$",_comp_,āpāṇa+koṭika,,1,80,11,shuihan,zh-hant
2671,apanamati,,,," 離去$"," ",[apa-nam],,1,80,9,shuihan,zh-hant
2672,apanāmeti,,,," 除去$使向下$(降)下$放低$"," ",[apanamati 的 caus.],,1,80,9,shuihan,zh-hant
2673,apanāmeti,,,," 離去$",【caus】,apanamati,,1,80,9,shuihan,zh-hant
2674,apanata,.adj.,,," 已彎曲到旁邊的$離去的$",a.,[apanamati 的 pp.],,1,80,7,shuihan,zh-hant
2675,apanata,,,apanamati," 離去$",.pp.,,,1,80,7,shuihan,zh-hant
2676,apaṇata,.adj.,,," 向下的$",a.,[apa-ṇata＜nam 的 pp.],,1,80,7,shuihan,zh-hant
2677,apānayi,,,," 消除$除去$除外$排除$去掉$除掉$拆掉$",【aor】,apaneti,,1,80,7,shuihan,zh-hant
2678,apaṇḍita,.adj.,,," 不明智(賢明)的$愚笨不聰明的 (不擅長的$技巧不精通的)$",a.,[a-paṇḍita],,1,80,8,shuihan,zh-hant
2679,apaneti,,,," 消除$除去$除外$排除$去掉$除掉$拆掉$"," ",[apa-nī],,1,80,7,shuihan,zh-hant
2680,apaṅga,.n:base.,.m.,," avaṅga]$眼的外角$外眼角$眼梢$",m.,[Sk. apāṅga.【cf】,,1,80,6,shuihan,zh-hant
2681,apanidahati,,,," 隱(藏)$(掩)蔽$蓋上$"," ",[apa-ni-dhā],,1,80,11,shuihan,zh-hant
2682,apanidhāpeti,,,," 使隠(藏)",【caus】,apanidahati,,1,80,12,shuihan,zh-hant
2683,āpaṇika,.adj.,,," 店的人$商人$",a. m.,[＜āpaṇa],,1,80,7,shuihan,zh-hant
2684,apanīta,,,apaneti," 消除$除去$除外$排除$去掉$除掉$拆掉$",.pp.,,,1,80,7,shuihan,zh-hant
2685,āpānīya,.adj.,,," 可被喝飲的$已適合喝飲的$",a.,[＜āpāna],,1,80,7,shuihan,zh-hant
2686,āpānīyakaṃsa,.n:base.,,," 飲器$酒盃$",_comp_,āpānīya+kaṃsa,,1,80,12,shuihan,zh-hant
2687,apanīyati,,,," 被除去(排除)的$"," ",[apaneti 的 pass.],,1,80,9,shuihan,zh-hant
2688,apanīyati,,,apaneti," 消除$除去$除外$排除$去掉$除掉$拆掉$",【pass】,,,1,80,9,shuihan,zh-hant
2689,āpanna,.adj.,,," 犯戒的$已犯的$",a.,[āpajjati 的 pp.],,1,80,6,shuihan,zh-hant
2690,āpanna,,,āpajjati," 來$會(面)$遭遇(遭受$經歷)$到達$",.pp.,,,1,80,6,shuihan,zh-hant
2691,apaṇṇaka,.adj.,,," 無戲論的$純真的$",a.,[a-paṇṇaka],,1,80,8,shuihan,zh-hant
2692,apaṇṇakatā,.n:base.,.f.,,,f.," ",,1,80,10,shuihan,zh-hant
2693,apaññāta,.adj.,,," 不被知的$未知(陌生)的$惡評的(誹謗$中傷$破壞名譽)$",a.,[a-paññāta],,1,80,8,shuihan,zh-hant
2694,apaññatta,.adj.,,," 非所制的$未施設的 (未提供裝備$未定義$未指派$未宣告$未指明)$",a.,[a-paññatta],,1,80,9,shuihan,zh-hant
2695,apanūdana,,,," 除去$排除$"," ",[cf. apanudati],,1,80,9,shuihan,zh-hant
2696,apanudati,,,," 除去$排除$"," ",[apa-nud],,1,80,9,shuihan,zh-hant
