type,end,end1,end2,grammar,endlen
.m.,ata,e,e,.m.$.pl.$.acc.,3
.m.,ata,ānaṃ,naṃ,.m.$.pl.$.dat.,3
.m.,ata,ānaṃ,naṃ,.m.$.pl.$.gen.,3
.m.,ata,ebhi,ebhi,.m.$.pl.$.inst.,3
.m.,ata,ehi,ehi,.m.$.pl.$.inst.,3
.m.,ata,esu,su,.m.$.pl.$.loc.,3
.m.,ata,ā,ā,.m.$.pl.$.nom.,3
.m.,ata,ā,ā,.m.$.pl.$.voc.,3
.m.,ata,antamhā,mhā,.m.$.sg.$.abl.,3
.m.,ata,antasmā,smā,.m.$.sg.$.abl.,3
.m.,ata,atā,sā,.m.$.sg.$.abl.,3
.m.,ata,antaṃ,o,.m.$.sg.$.acc.,3
.m.,ata,antassa,so,.m.$.sg.$.dat.,3
.m.,ata,ato,ssa,.m.$.sg.$.dat.,3
.m.,ata,antassa,so,.m.$.sg.$.gen.,3
.m.,ata,ato,ssa,.m.$.sg.$.gen.,3
.m.,ata,atā,sā,.m.$.sg.$.inst.,3
.m.,ata,atena,na,.m.$.sg.$.inst.,3
.m.,ata,antamhi,mhi,.m.$.sg.$.loc.,3
.m.,ata,antasmiṃ,smiṃ,.m.$.sg.$.loc.,3
.m.,ata,ante,e,.m.$.sg.$.loc.,3
.m.,ata,ati,si,.m.$.sg.$.loc.,3
.m.,ata,aṃ,ṃ,.m.$.sg.$.nom.,3
.m.,ata,anto,o,.m.$.sg.$.nom.,3
.m.,ata,a,ā,.m.$.sg.$.voc.,3
.m.,ata,ā,ṃ,.m.$.sg.$.voc.,3
.m.,ata,aṃ,o,.m.$.sg.$.voc.,3
.nt.,ata,antebhi,ebhi,.nt.$.pl.$.abl.,3
.nt.,ata,antehi,ehi,.nt.$.pl.$.abl.,3
.nt.,ata,antã,ā,.nt.$.pl.$.acc.,3
.nt.,ata,antãni,āni,.nt.$.pl.$.acc.,3
.nt.,ata,antānaṃ,naṃ,.nt.$.pl.$.dat.,3
.nt.,ata,ataṃ,ṃ,.nt.$.pl.$.dat.,3
.nt.,ata,antānaṃ,naṃ,.nt.$.pl.$.gen.,3
.nt.,ata,ataṃ,ṃ,.nt.$.pl.$.gen.,3
.nt.,ata,antebhi,ebhi,.nt.$.pl.$.inst.,3
.nt.,ata,antehi,ehi,.nt.$.pl.$.inst.,3
.nt.,ata,antesu,su,.nt.$.pl.$.loc.,3
.nt.,ata,antã,ā,.nt.$.pl.$.nom.,3
.nt.,ata,antãni,āni,.nt.$.pl.$.nom.,3
.nt.,ata,antã,ā,.nt.$.pl.$.voc.,3
.nt.,ata,antãni,āni,.nt.$.pl.$.voc.,3
.nt.,ata,antamhā,mhā,.nt.$.sg.$.abl.,3
.nt.,ata,antasmā,smā,.nt.$.sg.$.abl.,3
.nt.,ata,atā,sā,.nt.$.sg.$.abl.,3
.nt.,ata,antaṃ,o,.nt.$.sg.$.acc.,3
.nt.,ata,antassa,so,.nt.$.sg.$.dat.,3
.nt.,ata,ato,ssa,.nt.$.sg.$.dat.,3
.nt.,ata,antassa,so,.nt.$.sg.$.gen.,3
.nt.,ata,ato,ssa,.nt.$.sg.$.gen.,3
.nt.,ata,atā,sā,.nt.$.sg.$.inst.,3
.nt.,ata,atena,na,.nt.$.sg.$.inst.,3
.nt.,ata,antamhi,mhi,.nt.$.sg.$.loc.,3
.nt.,ata,antasmiṃ,smiṃ,.nt.$.sg.$.loc.,3
.nt.,ata,ante,e,.nt.$.sg.$.loc.,3
.nt.,ata,ati,si,.nt.$.sg.$.loc.,3
.nt.,ata,antaṃ,ṃ,.nt.$.sg.$.nom.,3
.nt.,ata,anto,o,.nt.$.sg.$.nom.,3
.nt.,ata,a,ā,.nt.$.sg.$.voc.,3
.nt.,ata,ā,ṃ,.nt.$.sg.$.voc.,3
.nt.,ata,aṃ,o,.nt.$.sg.$.voc.,3
.f.,i,ībhi,bhi,.f.$.pl.$.abl.,1
.f.,i,īhi,hi,.f.$.pl.$.abl.,1
.f.,i,ī,ī,.f.$.pl.$.acc.,1
.f.,i,iyo,yo,.f.$.pl.$.acc.,1
.f.,i,yo,o,.f.$.pl.$.acc.,1
.f.,i,īnaṃ,naṃ,.f.$.pl.$.dat.,1
.f.,i,īnaṃ,naṃ,.f.$.pl.$.gen.,1
.f.,i,ībhi,bhi,.f.$.pl.$.inst.,1
.f.,i,īhi,hi,.f.$.pl.$.inst.,1
.f.,i,īsu,su,.f.$.pl.$.loc.,1
.f.,i,inī,ī,.f.$.pl.$.nom.,1
.f.,i,iniyo,niyo,.f.$.pl.$.nom.,1
.f.,i,inyo,nyo,.f.$.pl.$.nom.,1
.f.,i,ī,ī,.f.$.pl.$.voc.,1
.f.,i,iyo,yo,.f.$.pl.$.voc.,1
.f.,i,yo,o,.f.$.pl.$.voc.,1
.f.,i,iniyā,niyā,.f.$.sg.$.abl.,1
.f.,i,inyā,nyā,.f.$.sg.$.abl.,1
.f.,i,iniṃ,niṃ,.f.$.sg.$.acc.,1
.f.,i,iniyā,niyā,.f.$.sg.$.dat.,1
.f.,i,inyā,nyā,.f.$.sg.$.dat.,1
.f.,i,iniyā,niyā,.f.$.sg.$.gen.,1
.f.,i,inyā,nyā,.f.$.sg.$.gen.,1
.f.,i,iniyā,niyā,.f.$.sg.$.inst.,1
.f.,i,inyā,nyā,.f.$.sg.$.inst.,1
.f.,i,iniyā,niyā,.f.$.sg.$.loc.,1
.f.,i,iniyaṃ,niyaṃ,.f.$.sg.$.loc.,1
.f.,i,inyā,nyā,.f.$.sg.$.loc.,1
.f.,i,inyaṃ,nyaṃ,.f.$.sg.$.loc.,1
.f.,i,inī,nī,.f.$.sg.$.nom.,1
.f.,i,inī,nī,.f.$.sg.$.voc.,1
.m.,i,ībhi,bhi,.m.$.pl.$.abl.,1
.m.,i,īhi,hi,.m.$.pl.$.abl.,1
.m.,i,āyo,yo,.m.$.pl.$.acc.,1
.m.,i,ī,ī,.m.$.pl.$.acc.,1
.m.,i,īnaṃ,naṃ,.m.$.pl.$.dat.,1
.m.,i,īnaṃ,naṃ,.m.$.pl.$.gen.,1
.m.,i,ībhi,bhi,.m.$.pl.$.inst.,1
.m.,i,īhi,hi,.m.$.pl.$.inst.,1
.m.,i,īsu,su,.m.$.pl.$.loc.,1
.m.,i,āyo,yo,.m.$.pl.$.nom.,1
.m.,i,ī,ī,.m.$.pl.$.nom.,1
.m.,i,āyo,yo,.m.$.pl.$.voc.,1
.m.,i,ī,ī,.m.$.pl.$.voc.,1
.m.,i,imhā,mhā,.m.$.sg.$.abl.,1
.m.,i,inā,nā,.m.$.sg.$.abl.,1
.m.,i,ismā,smā,.m.$.sg.$.abl.,1
.m.,i,iṃ,ṃ,.m.$.sg.$.acc.,1
.m.,i,ino,no,.m.$.sg.$.dat.,1
.m.,i,issa,ssa,.m.$.sg.$.dat.,1
.m.,i,ino,no,.m.$.sg.$.gen.,1
.m.,i,issa,ssa,.m.$.sg.$.gen.,1
.m.,i,inā,nā,.m.$.sg.$.inst.,1
.m.,i,imhi,mhi,.m.$.sg.$.loc.,1
.m.,i,ismiṃ,smiṃ,.m.$.sg.$.loc.,1
.m.,i,i,i,.m.$.sg.$.nom.,1
.m.,i,i,i,.m.$.sg.$.voc.,1
.nt.,i,ībhi,bhi,.nt.$.pl.$.abl.,1
.nt.,i,īhi,hi,.nt.$.pl.$.abl.,1
.nt.,i,ī,ī,.nt.$.pl.$.acc.,1
.nt.,i,īni,ni,.nt.$.pl.$.acc.,1
.nt.,i,īnaṃ,naṃ,.nt.$.pl.$.dat.,1
.nt.,i,īnaṃ,naṃ,.nt.$.pl.$.gen.,1
.nt.,i,ībhi,bhi,.nt.$.pl.$.inst.,1
.nt.,i,īhi,hi,.nt.$.pl.$.inst.,1
.nt.,i,īsu,su,.nt.$.pl.$.loc.,1
.nt.,i,ī,ī,.nt.$.pl.$.nom.,1
.nt.,i,īni,ni,.nt.$.pl.$.nom.,1
.nt.,i,ī,ī,.nt.$.pl.$.voc.,1
.nt.,i,īni,ni,.nt.$.pl.$.voc.,1
.nt.,i,imhā,mhā,.nt.$.sg.$.abl.,1
.nt.,i,inā,nā,.nt.$.sg.$.abl.,1
.nt.,i,ismā,smā,.nt.$.sg.$.abl.,1
.nt.,i,iṃ,ṃ,.nt.$.sg.$.acc.,1
.nt.,i,assa,ssa,.nt.$.sg.$.dat.,1
.nt.,i,ino,no,.nt.$.sg.$.dat.,1
.nt.,i,assa,ssa,.nt.$.sg.$.gen.,1
.nt.,i,ino,no,.nt.$.sg.$.gen.,1
.nt.,i,inā,nā,.nt.$.sg.$.inst.,1
.nt.,i,imhi,mhi,.nt.$.sg.$.loc.,1
.nt.,i,ismiṃ,smiṃ,.nt.$.sg.$.loc.,1
.nt.,i,i,i,.nt.$.sg.$.nom.,1
.nt.,i,i,i,.nt.$.sg.$.voc.,1
.f.,ī,inībhi,nībhi,.f.$.pl.$.abl.,1
.f.,ī,inīhi,nīhi,.f.$.pl.$.abl.,1
.f.,ī,inī,ni,.f.$.pl.$.acc.,1
.f.,ī,iniyo,niyo,.f.$.pl.$.acc.,1
.f.,ī,inīnaṃ,nīnaṃ,.f.$.pl.$.dat.,1
.f.,ī,inīnaṃ,nīnaṃ,.f.$.pl.$.gen.,1
.f.,ī,inībhi,nībhi,.f.$.pl.$.inst.,1
.f.,ī,inīhi,nīhi,.f.$.pl.$.inst.,1
.f.,ī,inīsu,nīsu,.f.$.pl.$.loc.,1
.f.,ī,inī,nī,.f.$.pl.$.nom.,1
.f.,ī,iniyo,niyo,.f.$.pl.$.nom.,1
.f.,ī,inī,ni,.f.$.pl.$.voc.,1
.f.,ī,iniyā,niyā,.f.$.sg.$.abl.,1
.f.,ī,inyā,niyā,.f.$.sg.$.abl.,1
.f.,ī,iniṃ,ṃ,.f.$.sg.$.acc.,1
.f.,ī,iniyā,niyā,.f.$.sg.$.dat.,1
.f.,ī,inyā,niyā,.f.$.sg.$.dat.,1
.f.,ī,iniyā,niyā,.f.$.sg.$.gen.,1
.f.,ī,inyā,niyā,.f.$.sg.$.gen.,1
.f.,ī,iniyā,niyā,.f.$.sg.$.inst.,1
.f.,ī,inyā,niyā,.f.$.sg.$.inst.,1
.f.,ī,iniyā,niyā,.f.$.sg.$.loc.,1
.f.,ī,iniyaṃ,niyaṃ,.f.$.sg.$.loc.,1
.f.,ī,inyā,nyā,.f.$.sg.$.loc.,1
.f.,ī,inyaṃ,nyaṃ,.f.$.sg.$.loc.,1
.f.,ī,inī,nī,.f.$.sg.$.nom.,1
.f.,ī,iniyo,niyo,.f.$.sg.$.nom.,1
.f.,ī,inyo,nyo,.f.$.sg.$.nom.,1
.f.,ī,inī,ī,.f.$.sg.$.voc.,1
.m.,ī,ībhi,bhi,.m.$.pl.$.abl.,1
.m.,ī,īhi,hi,.m.$.pl.$.abl.,1
.m.,ī,ī,ī,.m.$.pl.$.acc.,1
.m.,ī,ino,o,.m.$.pl.$.acc.,1
.m.,ī,inaṃ,naṃ,.m.$.pl.$.dat.,1
.m.,ī,inaṃ,naṃ,.m.$.pl.$.gen.,1
.m.,ī,ībhi,bhi,.m.$.pl.$.inst.,1
.m.,ī,īhi,hi,.m.$.pl.$.inst.,1
.m.,ī,īsu,su,.m.$.pl.$.loc.,1
.m.,ī,ī,ī,.m.$.pl.$.nom.,1
.m.,ī,ino,o,.m.$.pl.$.nom.,1
.m.,ī,ī,ī,.m.$.pl.$.voc.,1
.m.,ī,ino,o,.m.$.pl.$.voc.,1
.m.,ī,imhā,mhā,.m.$.sg.$.abl.,1
.m.,ī,inā,nā,.m.$.sg.$.abl.,1
.m.,ī,ismā,smā,.m.$.sg.$.abl.,1
.m.,ī,iṃ,ṃ,.m.$.sg.$.acc.,1
.m.,ī,inaṃ,naṃ,.m.$.sg.$.acc.,1
.m.,ī,ino,o,.m.$.sg.$.dat.,1
.m.,ī,issa,ssa,.m.$.sg.$.dat.,1
.m.,ī,ino,o,.m.$.sg.$.gen.,1
.m.,ī,issa,ssa,.m.$.sg.$.gen.,1
.m.,ī,inā,nā,.m.$.sg.$.inst.,1
.m.,ī,imhi,mhi,.m.$.sg.$.loc.,1
.m.,ī,ini,ni,.m.$.sg.$.loc.,1
.m.,ī,ismiṃ,smiṃ,.m.$.sg.$.loc.,1
.m.,ī,ī,ī,.m.$.sg.$.nom.,1
.m.,ī,i,ī,.m.$.sg.$.voc.,1
.nt.,ī,ībhi,bhi,.nt.$.pl.$.abl.,1
.nt.,ī,īhi,hi,.nt.$.pl.$.abl.,1
.nt.,ī,i,ī,.nt.$.pl.$.acc.,1
.nt.,ī,īni,ni,.nt.$.pl.$.acc.,1
.nt.,ī,īnaṃ,naṃ,.nt.$.pl.$.dat.,1
.nt.,ī,īnaṃ,naṃ,.nt.$.pl.$.gen.,1
.nt.,ī,ībhi,bhi,.nt.$.pl.$.inst.,1
.nt.,ī,īhi,hi,.nt.$.pl.$.inst.,1
.nt.,ī,īsu,su,.nt.$.pl.$.loc.,1
.nt.,ī,ī,ī,.nt.$.pl.$.nom.,1
.nt.,ī,īni,ni,.nt.$.pl.$.nom.,1
.nt.,ī,ī,ī,.nt.$.pl.$.voc.,1
.nt.,ī,imhā,mhā,.nt.$.sg.$.abl.,1
.nt.,ī,inā,nā,.nt.$.sg.$.abl.,1
.nt.,ī,ismā,smā,.nt.$.sg.$.abl.,1
.nt.,ī,iṃ,ṃ,.nt.$.sg.$.acc.,1
.nt.,ī,inaṃ,naṃ,.nt.$.sg.$.acc.,1
.nt.,ī,ino,no,.nt.$.sg.$.dat.,1
.nt.,ī,issa,ssa,.nt.$.sg.$.dat.,1
.nt.,ī,ino,no,.nt.$.sg.$.gen.,1
.nt.,ī,issa,ssa,.nt.$.sg.$.gen.,1
.nt.,ī,inā,nā,.nt.$.sg.$.inst.,1
.nt.,ī,imhi,mhi,.nt.$.sg.$.loc.,1
.nt.,ī,ismiṃ,smiṃ,.nt.$.sg.$.loc.,1
.nt.,ī,i,i,.nt.$.sg.$.nom.,1
.nt.,ī,i,i,.nt.$.sg.$.voc.,1
.f.,in,inībhi,nībhi,.f.$.pl.$.abl.,2
.f.,in,inīhi,nīhi,.f.$.pl.$.abl.,2
.f.,in,inī,ni,.f.$.pl.$.acc.,2
.f.,in,iniyo,niyo,.f.$.pl.$.acc.,2
.f.,in,inīnaṃ,nīnaṃ,.f.$.pl.$.dat.,2
.f.,in,inīnaṃ,nīnaṃ,.f.$.pl.$.gen.,2
.f.,in,inībhi,nībhi,.f.$.pl.$.inst.,2
.f.,in,inīhi,nīhi,.f.$.pl.$.inst.,2
.f.,in,inīsu,nīsu,.f.$.pl.$.loc.,2
.f.,in,inī,nī,.f.$.pl.$.nom.,2
.f.,in,iniyo,niyo,.f.$.pl.$.nom.,2
.f.,in,inī,ni,.f.$.pl.$.voc.,2
.f.,in,iniyā,niyā,.f.$.sg.$.abl.,2
.f.,in,inyā,niyā,.f.$.sg.$.abl.,2
.f.,in,iniṃ,ṃ,.f.$.sg.$.acc.,2
.f.,in,iniyā,niyā,.f.$.sg.$.dat.,2
.f.,in,inyā,niyā,.f.$.sg.$.dat.,2
.f.,in,iniyā,niyā,.f.$.sg.$.gen.,2
.f.,in,inyā,niyā,.f.$.sg.$.gen.,2
.f.,in,iniyā,niyā,.f.$.sg.$.inst.,2
.f.,in,inyā,niyā,.f.$.sg.$.inst.,2
.f.,in,iniyā,niyā,.f.$.sg.$.loc.,2
.f.,in,iniyaṃ,niyaṃ,.f.$.sg.$.loc.,2
.f.,in,inyā,nyā,.f.$.sg.$.loc.,2
.f.,in,inyaṃ,nyaṃ,.f.$.sg.$.loc.,2
.f.,in,inī,nī,.f.$.sg.$.nom.,2
.f.,in,iniyo,niyo,.f.$.sg.$.nom.,2
.f.,in,inyo,nyo,.f.$.sg.$.nom.,2
.f.,in,inī,ī,.f.$.sg.$.voc.,2
.m.,in,ībhi,bhi,.m.$.pl.$.abl.,2
.m.,in,īhi,hi,.m.$.pl.$.abl.,2
.m.,in,ī,ī,.m.$.pl.$.acc.,2
.m.,in,ino,o,.m.$.pl.$.acc.,2
.m.,in,inaṃ,naṃ,.m.$.pl.$.dat.,2
.m.,in,inaṃ,naṃ,.m.$.pl.$.gen.,2
.m.,in,ībhi,bhi,.m.$.pl.$.inst.,2
.m.,in,īhi,hi,.m.$.pl.$.inst.,2
.m.,in,īsu,su,.m.$.pl.$.loc.,2
.m.,in,ī,ī,.m.$.pl.$.nom.,2
.m.,in,ino,o,.m.$.pl.$.nom.,2
.m.,in,ī,ī,.m.$.pl.$.voc.,2
.m.,in,ino,o,.m.$.pl.$.voc.,2
.m.,in,imhā,mhā,.m.$.sg.$.abl.,2
.m.,in,inā,nā,.m.$.sg.$.abl.,2
.m.,in,ismā,smā,.m.$.sg.$.abl.,2
.m.,in,iṃ,ṃ,.m.$.sg.$.acc.,2
.m.,in,inaṃ,naṃ,.m.$.sg.$.acc.,2
.m.,in,ino,o,.m.$.sg.$.dat.,2
.m.,in,issa,ssa,.m.$.sg.$.dat.,2
.m.,in,ino,o,.m.$.sg.$.gen.,2
.m.,in,issa,ssa,.m.$.sg.$.gen.,2
.m.,in,inā,nā,.m.$.sg.$.inst.,2
.m.,in,imhi,mhi,.m.$.sg.$.loc.,2
.m.,in,ini,ni,.m.$.sg.$.loc.,2
.m.,in,ismiṃ,smiṃ,.m.$.sg.$.loc.,2
.m.,in,ī,ī,.m.$.sg.$.nom.,2
.m.,in,i,ī,.m.$.sg.$.voc.,2
.nt.,in,ībhi,bhi,.nt.$.pl.$.abl.,2
.nt.,in,īhi,hi,.nt.$.pl.$.abl.,2
.nt.,in,i,ī,.nt.$.pl.$.acc.,2
.nt.,in,īni,ni,.nt.$.pl.$.acc.,2
.nt.,in,īnaṃ,naṃ,.nt.$.pl.$.dat.,2
.nt.,in,īnaṃ,naṃ,.nt.$.pl.$.gen.,2
.nt.,in,ībhi,bhi,.nt.$.pl.$.inst.,2
.nt.,in,īhi,hi,.nt.$.pl.$.inst.,2
.nt.,in,īsu,su,.nt.$.pl.$.loc.,2
.nt.,in,ī,ī,.nt.$.pl.$.nom.,2
.nt.,in,īni,ni,.nt.$.pl.$.nom.,2
.nt.,in,ī,ī,.nt.$.pl.$.voc.,2
.nt.,in,imhā,mhā,.nt.$.sg.$.abl.,2
.nt.,in,inā,nā,.nt.$.sg.$.abl.,2
.nt.,in,ismā,smā,.nt.$.sg.$.abl.,2
.nt.,in,iṃ,ṃ,.nt.$.sg.$.acc.,2
.nt.,in,inaṃ,naṃ,.nt.$.sg.$.acc.,2
.nt.,in,ino,no,.nt.$.sg.$.dat.,2
.nt.,in,issa,ssa,.nt.$.sg.$.dat.,2
.nt.,in,ino,no,.nt.$.sg.$.gen.,2
.nt.,in,issa,ssa,.nt.$.sg.$.gen.,2
.nt.,in,inā,nā,.nt.$.sg.$.inst.,2
.nt.,in,imhi,mhi,.nt.$.sg.$.loc.,2
.nt.,in,ismiṃ,smiṃ,.nt.$.sg.$.loc.,2
.nt.,in,i,i,.nt.$.sg.$.nom.,2
.nt.,in,i,i,.nt.$.sg.$.voc.,2
.f.,mā,mantībhi,ībhi,.f.$.pl.$.abl.,2
.f.,mā,mantīhi,īhi,.f.$.pl.$.abl.,2
.f.,mā,matībhi,ībhi,.f.$.pl.$.abl.,2
.f.,mā,matīhi,īhi,.f.$.pl.$.abl.,2
.f.,mā,mantī,ī,.f.$.pl.$.acc.,2
.f.,mā,mantiyo,iyo,.f.$.pl.$.acc.,2
.f.,mā,matī,ī,.f.$.pl.$.acc.,2
.f.,mā,matiyo,iyo,.f.$.pl.$.acc.,2
.f.,mā,mantīnaṃ,īnaṃ,.f.$.pl.$.dat.,2
.f.,mā,matīnaṃ,īnaṃ,.f.$.pl.$.dat.,2
.f.,mā,mantīnaṃ,īnaṃ,.f.$.pl.$.gen.,2
.f.,mā,matīnaṃ,īnaṃ,.f.$.pl.$.gen.,2
.f.,mā,mantībhi,ībhi,.f.$.pl.$.inst.,2
.f.,mā,mantīhi,īhi,.f.$.pl.$.inst.,2
.f.,mā,matībhi,ībhi,.f.$.pl.$.inst.,2
.f.,mā,matīhi,īhi,.f.$.pl.$.inst.,2
.f.,mā,mantīsu,īsu,.f.$.pl.$.loc.,2
.f.,mā,matīsu,īsu,.f.$.pl.$.loc.,2
.f.,mā,mantī,ī,.f.$.pl.$.nom.,2
.f.,mā,mantiyo,iyo,.f.$.pl.$.nom.,2
.f.,mā,matī,ī,.f.$.pl.$.nom.,2
.f.,mā,matiyo,iyo,.f.$.pl.$.nom.,2
.f.,mā,mantī,ī,.f.$.pl.$.voc.,2
.f.,mā,mantiyo,iyo,.f.$.pl.$.voc.,2
.f.,mā,matī,ī,.f.$.pl.$.voc.,2
.f.,mā,matiyo,iyo,.f.$.pl.$.voc.,2
.f.,mā,mantiyā,iyā,.f.$.sg.$.abl.,2
.f.,mā,matiyā,iyā,.f.$.sg.$.abl.,2
.f.,mā,mantiṃ,iṃ,.f.$.sg.$.acc.,2
.f.,mā,matiṃ,iṃ,.f.$.sg.$.acc.,2
.f.,mā,mantiyā,iyā,.f.$.sg.$.dat.,2
.f.,mā,matiyā,iyā,.f.$.sg.$.dat.,2
.f.,mā,mantiyā,iyā,.f.$.sg.$.gen.,2
.f.,mā,matiyā,iyā,.f.$.sg.$.gen.,2
.f.,mā,mantiyā,iyā,.f.$.sg.$.inst.,2
.f.,mā,matiyā,iyā,.f.$.sg.$.inst.,2
.f.,mā,mantiyā,iyā,.f.$.sg.$.loc.,2
.f.,mā,mantiyaṃ,iyaṃ,.f.$.sg.$.loc.,2
.f.,mā,matiyā,iyā,.f.$.sg.$.loc.,2
.f.,mā,matiyaṃ,iyaṃ,.f.$.sg.$.loc.,2
.f.,mā,mantī,ī,.f.$.sg.$.nom.,2
.f.,mā,matī,ī,.f.$.sg.$.nom.,2
.f.,mā,mantī,ī,.f.$.sg.$.voc.,2
.f.,mā,matī,ī,.f.$.sg.$.voc.,2
.m.,mā,mantebhi,ebhi,.m.$.pl.$.abl.,2
.m.,mā,mantehi,ehi,.m.$.pl.$.abl.,2
.m.,mā,mante,e,.m.$.pl.$.acc.,2
.m.,mā,mantānaṃ,ānaṃ,.m.$.pl.$.dat.,2
.m.,mā,mataṃ,aṃ,.m.$.pl.$.dat.,2
.m.,mā,mantānaṃ,ānaṃ,.m.$.pl.$.gen.,2
.m.,mā,mataṃ,aṃ,.m.$.pl.$.gen.,2
.m.,mā,mantebhi,ebhi,.m.$.pl.$.inst.,2
.m.,mā,mantehi,ehi,.m.$.pl.$.inst.,2
.m.,mā,mantesu,esu,.m.$.pl.$.loc.,2
.m.,mā,mā,mā,.m.$.pl.$.nom.,2
.m.,mā,mantā,ā,.m.$.pl.$.nom.,2
.m.,mā,manto,o,.m.$.pl.$.nom.,2
.m.,mā,mā,mā,.m.$.pl.$.voc.,2
.m.,mā,mantā,ā,.m.$.pl.$.voc.,2
.m.,mā,manto,o,.m.$.pl.$.voc.,2
.m.,mā,mantā,ā,.m.$.sg.$.abl.,2
.m.,mā,mantamhā,amhā,.m.$.sg.$.abl.,2
.m.,mā,mantasmā,asmā,.m.$.sg.$.abl.,2
.m.,mā,matā,ā,.m.$.sg.$.abl.,2
.m.,mā,maṃ,maṃ,.m.$.sg.$.acc.,2
.m.,mā,mantaṃ,aṃ,.m.$.sg.$.acc.,2
.m.,mā,mantassa,assa,.m.$.sg.$.dat.,2
.m.,mā,mato,o,.m.$.sg.$.dat.,2
.m.,mā,mantassa,assa,.m.$.sg.$.gen.,2
.m.,mā,mato,o,.m.$.sg.$.gen.,2
.m.,mā,matā,ā,.m.$.sg.$.inst.,2
.m.,mā,matena,ena,.m.$.sg.$.inst.,2
.m.,mā,mantamhi,amhi,.m.$.sg.$.loc.,2
.m.,mā,mantasmiṃ,asmiṃ,.m.$.sg.$.loc.,2
.m.,mā,mante,e,.m.$.sg.$.loc.,2
.m.,mā,mati,i,.m.$.sg.$.loc.,2
.m.,mā,mā,mā,.m.$.sg.$.nom.,2
.m.,mā,manto,o,.m.$.sg.$.nom.,2
.m.,mā,ma,a,.m.$.sg.$.voc.,2
.m.,mā,mā,ā,.m.$.sg.$.voc.,2
.m.,mā,maṃ,ṃ,.m.$.sg.$.voc.,2
.m.,mā,manta,a,.m.$.sg.$.voc.,2
.m.,mā,mantā,ā,.m.$.sg.$.voc.,2
.nt.,mā,mantebhi,ebhi,.nt.$.pl.$.abl.,2
.nt.,mā,mantehi,ehi,.nt.$.pl.$.abl.,2
.nt.,mā,mante,e,.nt.$.pl.$.acc.,2
.nt.,mā,mantānaṃ,ānaṃ,.nt.$.pl.$.dat.,2
.nt.,mā,mataṃ,aṃ,.nt.$.pl.$.dat.,2
.nt.,mā,mantānaṃ,ānaṃ,.nt.$.pl.$.gen.,2
.nt.,mā,mataṃ,aṃ,.nt.$.pl.$.gen.,2
.nt.,mā,mantebhi,ebhi,.nt.$.pl.$.inst.,2
.nt.,mā,mantehi,ehi,.nt.$.pl.$.inst.,2
.nt.,mā,mantesu,esu,.nt.$.pl.$.loc.,2
.nt.,mā,mā,mā,.nt.$.pl.$.nom.,2
.nt.,mā,mantā,ā,.nt.$.pl.$.nom.,2
.nt.,mā,manto,o,.nt.$.pl.$.nom.,2
.nt.,mā,mā,mā,.nt.$.pl.$.voc.,2
.nt.,mā,mantā,ā,.nt.$.pl.$.voc.,2
.nt.,mā,manto,o,.nt.$.pl.$.voc.,2
.nt.,mā,mantā,ā,.nt.$.sg.$.abl.,2
.nt.,mā,mantamhā,amhā,.nt.$.sg.$.abl.,2
.nt.,mā,mantasmā,asmā,.nt.$.sg.$.abl.,2
.nt.,mā,matā,ā,.nt.$.sg.$.abl.,2
.nt.,mā,maṃ,maṃ,.nt.$.sg.$.acc.,2
.nt.,mā,mantaṃ,aṃ,.nt.$.sg.$.acc.,2
.nt.,mā,mantassa,assa,.nt.$.sg.$.dat.,2
.nt.,mā,mato,o,.nt.$.sg.$.dat.,2
.nt.,mā,mantassa,assa,.nt.$.sg.$.gen.,2
.nt.,mā,mato,o,.nt.$.sg.$.gen.,2
.nt.,mā,matā,ā,.nt.$.sg.$.inst.,2
.nt.,mā,matena,ena,.nt.$.sg.$.inst.,2
.nt.,mā,mantamhi,amhi,.nt.$.sg.$.loc.,2
.nt.,mā,mantasmiṃ,asmiṃ,.nt.$.sg.$.loc.,2
.nt.,mā,mante,e,.nt.$.sg.$.loc.,2
.nt.,mā,mati,i,.nt.$.sg.$.loc.,2
.nt.,mā,maṃ,maṃ,.nt.$.sg.$.nom.,2
.nt.,mā,mantaṃ,aṃ,.nt.$.sg.$.nom.,2
.nt.,mā,ma,a,.nt.$.sg.$.voc.,2
.nt.,mā,mā,ā,.nt.$.sg.$.voc.,2
.nt.,mā,maṃ,ṃ,.nt.$.sg.$.voc.,2
.nt.,mā,manta,a,.nt.$.sg.$.voc.,2
.nt.,mā,mantā,ā,.nt.$.sg.$.voc.,2
.f.,mant,mantībhi,ībhi,.f.$.pl.$.abl.,4
.f.,mant,mantīhi,īhi,.f.$.pl.$.abl.,4
.f.,mant,matībhi,ībhi,.f.$.pl.$.abl.,4
.f.,mant,matīhi,īhi,.f.$.pl.$.abl.,4
.f.,mant,mantī,ī,.f.$.pl.$.acc.,4
.f.,mant,mantiyo,iyo,.f.$.pl.$.acc.,4
.f.,mant,matī,ī,.f.$.pl.$.acc.,4
.f.,mant,matiyo,iyo,.f.$.pl.$.acc.,4
.f.,mant,mantīnaṃ,īnaṃ,.f.$.pl.$.dat.,4
.f.,mant,matīnaṃ,īnaṃ,.f.$.pl.$.dat.,4
.f.,mant,mantīnaṃ,īnaṃ,.f.$.pl.$.gen.,4
