type,end,end1,end2,grammar,endlen
.nt.,o,aso,so,.nt.$.sg.$.dat.,1
.nt.,o,assa,sa,.nt.$.sg.$.dat.,1
.nt.,as,asā,sā,.nt.$.sg.$.inst.,2
.nt.,as,ena,na,.nt.$.sg.$.inst.,2
.nt.,o,asā,sā,.nt.$.sg.$.inst.,1
.nt.,o,ena,na,.nt.$.sg.$.inst.,1
.nt.,as,asā,sā,.nt.$.sg.$.abl.,2
.nt.,as,asmā,smā,.nt.$.sg.$.abl.,2
.nt.,as,amhā,mhā,.nt.$.sg.$.abl.,2
.nt.,as,ā,ā,.nt.$.sg.$.abl.,2
.nt.,o,asā,sā,.nt.$.sg.$.abl.,1
.nt.,o,asmā,smā,.nt.$.sg.$.abl.,1
.nt.,o,amhā,mhā,.nt.$.sg.$.abl.,1
.nt.,o,ā,ā,.nt.$.sg.$.abl.,1
.nt.,as,asi,i,.nt.$.sg.$.loc.,2
.nt.,as,e,i,.nt.$.sg.$.loc.,2
.nt.,as,asmiṃ,smiṃ,.nt.$.sg.$.loc.,2
.nt.,as,amhi,mhi,.nt.$.sg.$.loc.,2
.nt.,o,asi,i,.nt.$.sg.$.loc.,1
.nt.,o,e,i,.nt.$.sg.$.loc.,1
.nt.,o,asmiṃ,smiṃ,.nt.$.sg.$.loc.,1
.nt.,o,amhi,mhi,.nt.$.sg.$.loc.,1
.nt.,as,ā,ā,.nt.$.pl.$.nom.,2
.nt.,o,ā,ā,.nt.$.pl.$.nom.,1
.nt.,as,ā,ā,.nt.$.pl.$.voc.,2
.nt.,o,ā,ā,.nt.$.pl.$.voc.,1
.nt.,as,e,e,.nt.$.pl.$.acc.,2
.nt.,o,e,e,.nt.$.pl.$.acc.,1
.nt.,as,ānaṃ,naṃ,.nt.$.pl.$.gen.,2
.nt.,o,ānaṃ,naṃ,.nt.$.pl.$.gen.,1
.nt.,as,ānaṃ,naṃ,.nt.$.pl.$.dat.,2
.nt.,o,ānaṃ,naṃ,.nt.$.pl.$.dat.,1
.nt.,as,ehi,hi,.nt.$.pl.$.inst.,2
.nt.,as,ebhi,bhi,.nt.$.pl.$.inst.,2
.nt.,o,ehi,hi,.nt.$.pl.$.inst.,1
.nt.,o,ebhi,bhi,.nt.$.pl.$.inst.,1
.nt.,as,ehi,hi,.nt.$.pl.$.abl.,2
.nt.,as,ebhi,bhi,.nt.$.pl.$.abl.,2
.nt.,o,ehi,hi,.nt.$.pl.$.abl.,1
.nt.,o,ebhi,bhi,.nt.$.pl.$.abl.,1
.nt.,as,esu,su,.nt.$.pl.$.loc.,2
.nt.,o,esu,su,.nt.$.pl.$.loc.,1
.m.,an,ā,ā,.m.$.sg.$.nom.,2
.m.,an,ā,ā,.m.$.sg.$.voc.,2
.m.,an,a,a,.m.$.sg.$.voc.,2
.m.,an,aṃ,ṃ,.m.$.sg.$.acc.,2
.m.,an,ānaṃ,naṃ,.m.$.sg.$.acc.,2
.m.,an,anaṃ,naṃ,.m.$.sg.$.acc.,2
.m.,an,assa,sa,.m.$.sg.$.gen.,2
.m.,an,ano,no,.m.$.sg.$.gen.,2
.m.,an,assa,sa,.m.$.sg.$.dat.,2
.m.,an,ano,no,.m.$.sg.$.dat.,2
.m.,an,ena,na,.m.$.sg.$.inst.,2
.m.,an,anā,na,.m.$.sg.$.inst.,2
.m.,an,anā,nā,.m.$.sg.$.abl.,2
.m.,an,asmā,smā,.m.$.sg.$.abl.,2
.m.,an,amhā,mhā,.m.$.sg.$.abl.,2
.m.,an,ani,i,.m.$.sg.$.loc.,2
.m.,an,asmiṃ,smiṃ,.m.$.sg.$.loc.,2
.m.,an,amhi,mhi,.m.$.sg.$.loc.,2
.m.,an,ā,a,.m.$.pl.$.nom.,2
.m.,an,āno,āno,.m.$.pl.$.nom.,2
.m.,an,ā,ā,.m.$.pl.$.voc.,2
.m.,an,āno,āno,.m.$.pl.$.voc.,2
.m.,an,āno,no,.m.$.pl.$.acc.,2
.m.,an,e,e,.m.$.pl.$.acc.,2
.m.,an,ānaṃ,naṃ,.m.$.pl.$.gen.,2
.m.,an,ānaṃ,naṃ,.m.$.pl.$.dat.,2
.m.,an,anehi,hi,.m.$.pl.$.inst.,2
.m.,an,anebhi,bhi,.m.$.pl.$.inst.,2
.m.,an,anehi,hi,.m.$.pl.$.abl.,2
.m.,an,anebhi,bhi,.m.$.pl.$.abl.,2
.m.,an,anesu,su,.m.$.pl.$.loc.,2
.nt.,an,aṃ,ṃ,.nt.$.sg.$.nom.,2
.nt.,an,a,a,.nt.$.sg.$.voc.,2
.nt.,an,aṃ,ṃ,.nt.$.sg.$.acc.,2
.nt.,an,assa,sa,.nt.$.sg.$.gen.,2
.nt.,an,assa,sa,.nt.$.sg.$.dat.,2
.nt.,an,āya,āya,.nt.$.sg.$.dat.,2
.nt.,an,ena,na,.nt.$.sg.$.inst.,2
.nt.,an,ā,ā,.nt.$.sg.$.abl.,2
.nt.,an,asmā,smā,.nt.$.sg.$.abl.,2
.nt.,an,amhā,mhā,.nt.$.sg.$.abl.,2
.nt.,an,ato,to,.nt.$.sg.$.abl.,2
.nt.,an,e,i,.nt.$.sg.$.loc.,2
.nt.,an,asmiṃ,smiṃ,.nt.$.sg.$.loc.,2
.nt.,an,amhi,mhi,.nt.$.sg.$.loc.,2
.nt.,an,āni,ni,.nt.$.pl.$.nom.,2
.nt.,an,ā,a,.nt.$.pl.$.nom.,2
.nt.,an,āni,ni,.nt.$.pl.$.voc.,2
.nt.,an,ā,ā,.nt.$.pl.$.voc.,2
.nt.,an,āni,ni,.nt.$.pl.$.acc.,2
.nt.,an,e,e,.nt.$.pl.$.acc.,2
.nt.,an,ānaṃ,naṃ,.nt.$.pl.$.gen.,2
.nt.,an,ānaṃ,naṃ,.nt.$.pl.$.dat.,2
.nt.,an,ehi,hi,.nt.$.pl.$.inst.,2
.nt.,an,ebhi,bhi,.nt.$.pl.$.inst.,2
.nt.,an,ehi,hi,.nt.$.pl.$.abl.,2
.nt.,an,ebhi,bhi,.nt.$.pl.$.abl.,2
.nt.,an,esu,su,.nt.$.pl.$.loc.,2
.f.,ar,ā,ā,.f.$.sg.$.nom.,2
.f.,ar,ā,ā,.f.$.sg.$.voc.,2
.f.,ar,aṃ,ṃ,.f.$.sg.$.acc.,2
.f.,ar,ānaṃ,naṃ,.f.$.sg.$.acc.,2
.f.,ar,assa,sa,.f.$.sg.$.gen.,2
.f.,ar,ino,no,.f.$.sg.$.gen.,2
.f.,ar,assa,sa,.f.$.sg.$.dat.,2
.f.,ar,ino,no,.f.$.sg.$.dat.,2
.f.,ar,ena,na,.f.$.sg.$.inst.,2
.f.,ar,inā,na,.f.$.sg.$.inst.,2
.f.,ar,asmā,smā,.f.$.sg.$.abl.,2
.f.,ar,amhā,mhā,.f.$.sg.$.abl.,2
.f.,ar,ini,i,.f.$.sg.$.loc.,2
.f.,ar,asmiṃ,smiṃ,.f.$.sg.$.loc.,2
.f.,ar,amhi,mhi,.f.$.sg.$.loc.,2
.f.,ar,ā,a,.f.$.pl.$.nom.,2
.f.,ar,āno,āno,.f.$.pl.$.nom.,2
.f.,ar,ā,a,.f.$.pl.$.voc.,2
.f.,ar,āno,āno,.f.$.pl.$.voc.,2
.f.,ar,ā,a,.f.$.pl.$.acc.,2
.f.,ar,āno,āno,.f.$.pl.$.acc.,2
.f.,ar,ānaṃ,naṃ,.f.$.pl.$.gen.,2
.f.,ar,ānaṃ,naṃ,.f.$.pl.$.dat.,2
.f.,ar,ehi,hi,.f.$.pl.$.inst.,2
.f.,ar,āhi,bhi,.f.$.pl.$.inst.,2
.f.,ar,ehi,hi,.f.$.pl.$.abl.,2
.f.,ar,āhi,bhi,.f.$.pl.$.abl.,2
.f.,ar,esu,su,.f.$.pl.$.loc.,2
.f.,ar,āsu,su,.f.$.pl.$.loc.,2
.nt.,ar,ā,ā,.nt.$.sg.$.nom.,2
.nt.,ar,ā,ā,.nt.$.sg.$.voc.,2
.nt.,ar,aṃ,ṃ,.nt.$.sg.$.acc.,2
.nt.,ar,ānaṃ,naṃ,.nt.$.sg.$.acc.,2
.nt.,ar,assa,sa,.nt.$.sg.$.gen.,2
.nt.,ar,ino,no,.nt.$.sg.$.gen.,2
.nt.,ar,assa,sa,.nt.$.sg.$.dat.,2
.nt.,ar,ino,no,.nt.$.sg.$.dat.,2
.nt.,ar,ena,na,.nt.$.sg.$.inst.,2
.nt.,ar,inā,na,.nt.$.sg.$.inst.,2
.nt.,ar,asmā,smā,.nt.$.sg.$.abl.,2
.nt.,ar,amhā,mhā,.nt.$.sg.$.abl.,2
.nt.,ar,ini,i,.nt.$.sg.$.loc.,2
.nt.,ar,asmiṃ,smiṃ,.nt.$.sg.$.loc.,2
.nt.,ar,amhi,mhi,.nt.$.sg.$.loc.,2
.nt.,ar,ā,a,.nt.$.pl.$.nom.,2
.nt.,ar,āno,āno,.nt.$.pl.$.nom.,2
.nt.,ar,ā,a,.nt.$.pl.$.voc.,2
.nt.,ar,āno,āno,.nt.$.pl.$.voc.,2
.nt.,ar,ā,a,.nt.$.pl.$.acc.,2
.nt.,ar,āno,āno,.nt.$.pl.$.acc.,2
.nt.,ar,ānaṃ,naṃ,.nt.$.pl.$.gen.,2
.nt.,ar,ānaṃ,naṃ,.nt.$.pl.$.dat.,2
.nt.,ar,ehi,hi,.nt.$.pl.$.inst.,2
.nt.,ar,āhi,bhi,.nt.$.pl.$.inst.,2
.nt.,ar,ehi,hi,.nt.$.pl.$.abl.,2
.nt.,ar,āhi,bhi,.nt.$.pl.$.abl.,2
.nt.,ar,esu,su,.nt.$.pl.$.loc.,2
.nt.,ar,āsu,su,.nt.$.pl.$.loc.,2
.m.,a,e,e,.m.$.sg.$.nom.,1
.m.,a,ā,a,.m.$.sg.$.inst.,1
.m.,a,asā,sā,.m.$.sg.$.inst.,1
.m.,a,ā,a,.m.$.sg.$.dat.,1
.m.,a,āya,ya,.m.$.sg.$.gen.,1
.m.,a,ā,a,.m.$.sg.$.gen.,1
.m.,a,asi,i,.m.$.sg.$.loc.,1
.m.,a,e,e,.m.$.sg.$.voc.,1
.m.,a,o,o,.m.$.sg.$.voc.,1
.m.,a,āse,se,.m.$.pl.$.nom.,1
.m.,a,o,o,.m.$.pl.$.nom.,1
.m.,a,ān,n,.m.$.pl.$.acc.,1
.m.,a,e,e,.m.$.pl.$.inst.,1
.m.,a,ato,to,.m.$.pl.$.abl.,1
.nt.,a,e,e,.nt.$.sg.$.nom.,1
.nt.,a,ā,ā,.nt.$.sg.$.inst.,1
.nt.,a,asā,sā,.nt.$.sg.$.inst.,1
.nt.,a,ā,ā,.nt.$.sg.$.dat.,1
.nt.,a,asi,i,.nt.$.sg.$.loc.,1
.nt.,a,ā,ā,.nt.$.sg.$.voc.,1
.nt.,a,aṃ,ṃ,.nt.$.sg.$.voc.,1
.nt.,a,āya,ya,.nt.$.sg.$.gen.,1
.nt.,a,ā,ā,.nt.$.sg.$.gen.,1
.nt.,a,o,o,.nt.$.pl.$.acc.,1
.nt.,a,ato,to,.nt.$.pl.$.abl.,1
.f.,ā,ā,ā,.f.$.sg.$.inst.,1
.f.,ā,āto,to,.f.$.sg.$.abl.,1
.f.,ā,a,a,.f.$.sg.$.voc.,1
.f.,ā,iyo,yo,.f.$.pl.$.voc.,1
.m.,i,e,e,.m.$.sg.$.dat.,1
.m.,i,ito,to,.m.$.sg.$.abl.,1
.m.,i,e,e,.m.$.sg.$.gen.,1
.m.,i,ini,i,.m.$.sg.$.loc.,1
.m.,i,e,i,.m.$.sg.$.loc.,1
.m.,i,o,o,.m.$.sg.$.loc.,1
.m.,i,iyo,yo,.m.$.pl.$.nom.,1
.m.,i,ino,no,.m.$.pl.$.nom.,1
.m.,i,iyo,yo,.m.$.pl.$.acc.,1
.m.,i,ihi,hi,.m.$.pl.$.inst.,1
.m.,i,ibhi,bhi,.m.$.pl.$.inst.,1
.m.,i,inaṃ,naṃ,.m.$.pl.$.dat.,1
.m.,i,ihi,hi,.m.$.pl.$.abl.,1
.m.,i,ibhi,bhi,.m.$.pl.$.abl.,1
.m.,i,inaṃ,naṃ,.m.$.pl.$.gen.,1
.m.,i,isu,su,.m.$.pl.$.loc.,1
.m.,i,iyo,yo,.m.$.pl.$.voc.,1
.nt.,i,ihi,hi,.nt.$.pl.$.inst.,1
.nt.,i,ibhi,bhi,.nt.$.pl.$.inst.,1
.nt.,i,ihi,hi,.nt.$.pl.$.abl.,1
.nt.,i,ibhi,bhi,.nt.$.pl.$.abl.,1
.nt.,i,inaṃ,naṃ,.nt.$.pl.$.gen.,1
.nt.,i,inaṃ,naṃ,.nt.$.pl.$.dat.,1
.nt.,i,isu,su,.nt.$.pl.$.loc.,1
.nt.,i,iṃ,ṃ,.nt.$.sg.$.nom.,1
.nt.,i,i,i,.nt.$.sg.$.acc.,1
.nt.,i,e,e,.nt.$.sg.$.dat.,1
.nt.,i,ito,to,.nt.$.sg.$.abl.,1
.nt.,i,e,e,.nt.$.sg.$.gen.,1
.nt.,i,ini,i,.nt.$.sg.$.loc.,1
.nt.,i,e,i,.nt.$.sg.$.loc.,1
.nt.,i,o,o,.nt.$.sg.$.loc.,1
.nt.,i,iṃ,ṃ,.nt.$.sg.$.voc.,1
.f.,i,ī,ī,.f.$.sg.$.nom.,1
.f.,i,ito,to,.f.$.sg.$.abl.,1
.f.,i,myā,ā,.f.$.sg.$.gen.,1
.f.,i,o,o,.f.$.sg.$.loc.,1
.f.,i,āyaṃ,ṃ,.f.$.sg.$.loc.,1
.f.,i,u,u,.f.$.sg.$.loc.,1
.f.,i,ī,ī,.f.$.sg.$.voc.,1
.m.,ī,ini,i,.m.$.sg.$.loc.,1
.m.,ī,īnaṃ,naṃ,.m.$.pl.$.gen.,1
.m.,ī,īnaṃ,naṃ,.m.$.pl.$.dat.,1
.m.,ī,īsu,su,.m.$.pl.$.loc.,1
.m.,ī,i,i,.m.$.sg.$.nom.,1
.m.,ī,iyo,yo,.m.$.pl.$.nom.,1
.m.,ī,iye,e,.m.$.pl.$.acc.,1
.m.,ī,iyaṃ,ṃ,.m.$.sg.$.acc.,1
.m.,ī,ito,to,.m.$.sg.$.abl.,1
.f.,ī,i,i,.f.$.sg.$.nom.,1
.f.,ī,iyaṃ,ṃ,.f.$.sg.$.acc.,1
.f.,ī,ito,to,.f.$.sg.$.abl.,1
.f.,ī,īto,to,.f.$.sg.$.abl.,1
.f.,ī,āyo,yo,.f.$.pl.$.nom.,1
.f.,ī,āyo,yo,.f.$.pl.$.nom.,1
.f.,ī,āyo,yo,.f.$.pl.$.nom.,1
.f.,ī,inaṃ,naṃ,.f.$.pl.$.gen.,1
.f.,ī,inaṃ,naṃ,.f.$.pl.$.dat.,1
.f.,ī,īyanaṃ,naṃ,.f.$.pl.$.gen.,1
.f.,ī,īyanaṃ,naṃ,.f.$.pl.$.dat.,1
.f.,ī,iyanaṃ,naṃ,.f.$.pl.$.gen.,1
.f.,ī,iyanaṃ,naṃ,.f.$.pl.$.dat.,1
.f.,ī,isu,su,.f.$.pl.$.loc.,1
.m.,ar,ā,a,.m.$.sg.$.nom.,2
.m.,ar,ā,a,.m.$.sg.$.voc.,2
.m.,ar,a,a,.m.$.sg.$.voc.,2
.m.,ar,araṃ,ṃ,.m.$.sg.$.acc.,2
.m.,ar,ãraṃ,ṃ,.m.$.sg.$.acc.,2
.m.,ar,u,u,.m.$.sg.$.dat.,2
.m.,ar,ussa,sa,.m.$.sg.$.dat.,2
.m.,ar,uno,to,.m.$.sg.$.dat.,2
.m.,ar,u,u,.m.$.sg.$.gen.,2
.m.,ar,ussa,sa,.m.$.sg.$.gen.,2
.m.,ar,uno,to,.m.$.sg.$.gen.,2
.m.,ar,arã,ā,.m.$.sg.$.inst.,2
.m.,ar,ãrã,ā,.m.$.sg.$.inst.,2
.m.,ar,unā,nā,.m.$.sg.$.inst.,2
.m.,ar,arã,ā,.m.$.sg.$.abl.,2
.m.,ar,ãrã,ā,.m.$.sg.$.abl.,2
.m.,ar,unā,nā,.m.$.sg.$.abl.,2
.m.,ar,ari,i,.m.$.sg.$.loc.,2
.m.,ar,āro,o,.m.$.pl.$.nom.,2
.m.,ar,ā,ā,.m.$.pl.$.nom.,2
.m.,ar,āro,o,.m.$.pl.$.voc.,2
.m.,ar,ā,ā,.m.$.pl.$.voc.,2
.m.,ar,āro,o,.m.$.pl.$.acc.,2
.m.,ar,āre,e,.m.$.pl.$.acc.,2
.m.,ar,ānaṃ,naṃ,.m.$.pl.$.dat.,2
.m.,ar,ārānaṃ,naṃ,.m.$.pl.$.dat.,2
.m.,ar,ūnaṃ,naṃ,.m.$.pl.$.dat.,2
.m.,ar,ānaṃ,naṃ,.m.$.pl.$.gen.,2
.m.,ar,ārānaṃ,naṃ,.m.$.pl.$.gen.,2
.m.,ar,ūnaṃ,naṃ,.m.$.pl.$.gen.,2
.m.,ar,ārehi,hi,.m.$.pl.$.inst.,2
.m.,ar,ārebhi,bhi,.m.$.pl.$.inst.,2
.m.,ar,ārehi,hi,.m.$.pl.$.abl.,2
.m.,ar,ārebhi,bhi,.m.$.pl.$.abl.,2
.m.,ar,āresu,su,.m.$.pl.$.loc.,2
.m.,ar,ūsu,su,.m.$.pl.$.loc.,2
.m.,ar,āyo,o,.m.$.sg.$.voc.,2
.m.,ar,iyo,o,.m.$.sg.$.voc.,2
.m.,an,ane,i,.m.$.sg.$.loc.,2
.m.,an,ā,ā,.m.$.pl.$.voc.,2
.m.,an,ubhi,bhi,.m.$.pl.$.inst.,2
.m.,an,ūbhi,bhi,.m.$.pl.$.inst.,2
.m.,an,uhi,hi,.m.$.pl.$.inst.,2
.m.,an,ūhi,hi,.m.$.pl.$.inst.,2
.m.,an,ūnaṃ,naṃ,.m.$.pl.$.gen.,2
.m.,an,ūnaṃ,naṃ,.m.$.pl.$.gen.,2
.m.,an,esu,su,.m.$.pl.$.loc.,2
.m.,an,ūsu,su,.m.$.pl.$.loc.,2
.m.,an,usu,su,.m.$.pl.$.loc.,2
.nt.,an,a,a,.nt.$.sg.$.nom.,2
.nt.,an,a,a,.nt.$.sg.$.acc.,2
.nt.,an,anā,na,.nt.$.sg.$.inst.,2
.nt.,an,unā,na,.nt.$.sg.$.inst.,2
.nt.,an,no,no,.nt.$.sg.$.dat.,2
.nt.,an,unā,na,.nt.$.sg.$.abl.,2
.nt.,an,no,no,.nt.$.sg.$.dat.,2
.nt.,an,ani,i,.nt.$.sg.$.loc.,2
.nt.,an,ā,ā,.nt.$.pl.$.voc.,2
.m.,as,āni,ni,.m.$.pl.$.nom.,2
.m.,as,ā,ā,.m.$.pl.$.acc.,2
.m.,as,āni,ni,.m.$.pl.$.acc.,2
.m.,as,āni,ni,.m.$.pl.$.voc.,2
.nt.,as,āni,ni,.m.$.pl.$.nom.,2
.nt.,as,ā,ā,.m.$.pl.$.acc.,2
.nt.,as,āni,ni,.m.$.pl.$.acc.,2
.nt.,as,āni,ni,.m.$.pl.$.voc.,2
.m.,as,āni,ni,.m.$.pl.$.nom.,2
.m.,as,ā,ā,.m.$.pl.$.acc.,2
.m.,as,āni,ni,.m.$.pl.$.acc.,2
.m.,as,āni,ni,.m.$.pl.$.voc.,2
.nt.,us,u,u,.m.$.sg.$.nom.,2
.nt.,us,uṃ,ṃ,.m.$.sg.$.nom.,2
.nt.,us,u,u,.m.$.sg.$.voc.,2
.nt.,us,uṃ,ṃ,.m.$.sg.$.voc.,2
.nt.,us,u,u,.m.$.sg.$.acc.,2
.nt.,us,uṃ,ṃ,.m.$.sg.$.acc.,2
.nt.,us,ussa,sa,.m.$.sg.$.dat.,2
.nt.,us,uno,to,.m.$.sg.$.dat.,2
.nt.,us,ussa,sa,.m.$.sg.$.gen.,2
.nt.,us,uno,to,.m.$.sg.$.gen.,2
.nt.,us,unā,ā,.m.$.sg.$.inst.,2
.nt.,us,usā,ā,.m.$.sg.$.inst.,2
.nt.,us,unā,ā,.m.$.sg.$.abl.,2
.nt.,us,usā,ā,.m.$.sg.$.abl.,2
.nt.,us,uni,i,.m.$.sg.$.loc.,2
.nt.,us,usi,i,.m.$.sg.$.loc.,2
.nt.,us,ū,ū,.m.$.pl.$.nom.,2
.nt.,us,ūni,ni,.m.$.pl.$.nom.,2
.nt.,us,ū,ū,.m.$.pl.$.voc.,2
.nt.,us,ūni,ni,.m.$.pl.$.voc.,2
.nt.,us,ū,ū,.m.$.pl.$.acc.,2
.nt.,us,ūni,ni,.m.$.pl.$.acc.,2
.nt.,us,ūnaṃ,naṃ,.m.$.pl.$.dat.,2
.nt.,us,ūsaṃ,naṃ,.m.$.pl.$.dat.,2
.nt.,us,ūnaṃ,naṃ,.m.$.pl.$.gen.,2
.nt.,us,ūsaṃ,naṃ,.m.$.pl.$.gen.,2
.nt.,us,ūhi,hi,.m.$.pl.$.inst.,2
.nt.,us,ūbhi,bhi,.m.$.pl.$.inst.,2
.nt.,us,ūhi,bi,.m.$.pl.$.abl.,2
.nt.,us,ūbhi,bhi,.m.$.pl.$.abl.,2
.nt.,us,ūsu,su,.m.$.pl.$.loc.,2
.m.,a,assā,sa,.m.$.sg.$.gen.,1
.m.,a,assā,sa,.m.$.sg.$.dat.,1
.m.,a,enā,na,.m.$.sg.$.inst.,1
.m.,a,amhī,mhi,.m.$.sg.$.loc.,1
.m.,a,ehī,hi,.m.$.pl.$.inst.,1
.m.,a,ebhī,bhi,.m.$.pl.$.inst.,1
.m.,a,ehī,hi,.m.$.pl.$.abl.,1
.m.,a,ebhī,bhi,.m.$.pl.$.abl.,1
.m.,a,esū,su,.m.$.pl.$.loc.,1
.nt.,a,assā,sa,.nt.$.sg.$.gen.,1
.nt.,a,assā,sa,.nt.$.sg.$.dat.,1
.nt.,a,enā,na,.nt.$.sg.$.inst.,1
.nt.,a,amhī,mhi,.nt.$.sg.$.loc.,1
.nt.,a,ānī,ni,.nt.$.pl.$.nom.,1
.nt.,a,ānī,ni,.nt.$.pl.$.voc.,1
.nt.,a,ānī,ni,.nt.$.pl.$.acc.,1
.nt.,a,ehī,hi,.nt.$.pl.$.inst.,1
.nt.,a,ebhī,bhi,.nt.$.pl.$.inst.,1
.nt.,a,ehī,hi,.nt.$.pl.$.abl.,1
.nt.,a,ebhī,bhi,.nt.$.pl.$.abl.,1
.nt.,a,esū,su,.nt.$.pl.$.loc.,1
.f.,ā,āhī,hi,.f.$.pl.$.inst.,1
.f.,ā,ābhī,bhi,.f.$.pl.$.inst.,1
.f.,ā,āhī,hi,.f.$.pl.$.abl.,1
.f.,ā,ābhī,bhi,.f.$.pl.$.abl.,1
.f.,ā,āsū,su,.f.$.pl.$.loc.,1
.m.,i,issā,sa,.m.$.sg.$.gen.,1
.m.,i,issā,sa,.m.$.sg.$.dat.,1
.m.,i,imhī,mhi,.m.$.sg.$.loc.,1
.m.,i,īhī,hi,.m.$.pl.$.inst.,1
.m.,i,ībhī,bhi,.m.$.pl.$.inst.,1
.m.,i,īhī,hi,.m.$.pl.$.abl.,1
.m.,i,ībhī,bhi,.m.$.pl.$.abl.,1
.m.,i,īsū,su,.m.$.pl.$.loc.,1
.nt.,i,assā,sa,.nt.$.sg.$.gen.,1
.nt.,i,assā,sa,.nt.$.sg.$.dat.,1
.nt.,i,imhī,mhi,.nt.$.sg.$.loc.,1
.nt.,i,īnī,ni,.nt.$.pl.$.nom.,1
.nt.,i,īnī,ni,.nt.$.pl.$.voc.,1
.nt.,i,īnī,ni,.nt.$.pl.$.acc.,1
.nt.,i,īhī,hi,.nt.$.pl.$.inst.,1
.nt.,i,ībhī,bhi,.nt.$.pl.$.inst.,1
.nt.,i,īhī,hi,.nt.$.pl.$.abl.,1
.nt.,i,ībhī,bhi,.nt.$.pl.$.abl.,1
.nt.,i,īsū,su,.nt.$.pl.$.loc.,1
.f.,i,īhī,hi,.f.$.pl.$.inst.,1
.f.,i,ībhī,bhi,.f.$.pl.$.inst.,1
.f.,i,īhī,hi,.f.$.pl.$.abl.,1
.f.,i,ībhī,bhi,.f.$.pl.$.abl.,1
.f.,i,īsū,su,.f.$.pl.$.loc.,1
.m.,ī,issā,sa,.m.$.sg.$.gen.,1
.m.,in,issā,sa,.m.$.sg.$.gen.,2
.m.,ī,issā,sa,.m.$.sg.$.dat.,1
.m.,in,issā,sa,.m.$.sg.$.dat.,2
.m.,ī,imhī,mhi,.m.$.sg.$.loc.,1
.m.,in,imhī,mhi,.m.$.sg.$.loc.,2
.m.,ī,īhī,hi,.m.$.pl.$.inst.,1
.m.,ī,ībhī,bhi,.m.$.pl.$.inst.,1
.m.,in,īhī,hi,.m.$.pl.$.inst.,2
.m.,in,ībhī,bhi,.m.$.pl.$.inst.,2
.m.,ī,īhī,hi,.m.$.pl.$.abl.,1
.m.,ī,ībhī,bhi,.m.$.pl.$.abl.,1
.m.,in,īhī,hi,.m.$.pl.$.abl.,2
.m.,in,ībhī,bhi,.m.$.pl.$.abl.,2
.m.,ī,īsū,su,.m.$.pl.$.loc.,1
.m.,in,īsū,su,.m.$.pl.$.loc.,2
.f.,ī,īhī,hi,.f.$.pl.$.inst.,1
.f.,ī,ībhī,bhi,.f.$.pl.$.inst.,1
.f.,ī,īhī,hi,.f.$.pl.$.abl.,1
.f.,ī,ībhī,bhi,.f.$.pl.$.abl.,1
.f.,ī,īsū,su,.f.$.pl.$.loc.,1
.m.,u,ussā,sa,.m.$.sg.$.gen.,1
.m.,u,ussā,sa,.m.$.sg.$.dat.,1
.m.,u,umhī,mhi,.m.$.sg.$.loc.,1
.m.,u,ūhī,hi,.m.$.pl.$.inst.,1
.m.,u,ūbhī,bhi,.m.$.pl.$.inst.,1
.m.,u,ūhī,hi,.m.$.pl.$.abl.,1
.m.,u,ūbhī,bhi,.m.$.pl.$.abl.,1
.m.,u,ūsū,su,.m.$.pl.$.loc.,1
.nt.,u,ussā,sa,.nt.$.sg.$.gen.,1
.nt.,u,ussā,sa,.nt.$.sg.$.dat.,1
.nt.,u,umhī,mhi,.nt.$.sg.$.loc.,1
.nt.,u,ūnī,ni,.nt.$.pl.$.nom.,1
.nt.,u,ūnī,ni,.nt.$.pl.$.voc.,1
.nt.,u,ūnī,ni,.nt.$.pl.$.acc.,1
.nt.,u,ūhī,hi,.nt.$.pl.$.inst.,1
.nt.,u,ūbhī,bhi,.nt.$.pl.$.inst.,1
.nt.,u,ūhī,hi,.nt.$.pl.$.abl.,1
.nt.,u,ūbhī,bhi,.nt.$.pl.$.abl.,1
.nt.,u,ūsū,su,.nt.$.pl.$.loc.,1
.f.,u,ūhī,hi,.f.$.pl.$.inst.,1
.f.,u,ūbhī,bhi,.f.$.pl.$.inst.,1
.f.,u,ūhī,hi,.f.$.pl.$.abl.,1
.f.,u,ūbhī,bhi,.f.$.pl.$.abl.,1
.f.,u,ūsū,su,.f.$.pl.$.loc.,1
.m.,ū,ussā,sa,.m.$.sg.$.gen.,1
.m.,ū,ussā,sa,.m.$.sg.$.dat.,1
.m.,ū,umhī,mhi,.m.$.sg.$.loc.,1
.m.,ū,ūhī,hi,.m.$.pl.$.inst.,1
.m.,ū,ūbhī,bhi,.m.$.pl.$.inst.,1
.m.,ū,ūhī,hi,.m.$.pl.$.abl.,1
.m.,ū,ūbhī,bhi,.m.$.pl.$.abl.,1
.m.,ū,ūsū,su,.m.$.pl.$.loc.,1
.f.,ū,ūhī,hi,.f.$.pl.$.inst.,1
.f.,ū,ūbhī,bhi,.f.$.pl.$.inst.,1
.f.,ū,ūhī,hi,.f.$.pl.$.abl.,1
.f.,ū,ūbhī,bhi,.f.$.pl.$.abl.,1
.f.,ū,ūsū,su,.f.$.pl.$.loc.,1
.m.,as,assā,sa,.m.$.sg.$.gen.,2
.m.,o,assā,sa,.m.$.sg.$.gen.,1
.m.,as,assā,sa,.m.$.sg.$.dat.,2
